Name + ORG,ID,Name,ORG,POS,G,GS,TC,A,PO,E,DP,TP,ZR,SBA,RTO,IP,PB,CER,BIZ-R,BIZ-Rm,BIZ-L,BIZ-Lm,BIZ-E,BIZ-Em,BIZ-U,BIZ-Um,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
Jason Joiner Cle,15211,Jason Joiner,Cleveland Guardians,9,1,0,0,0,0,0,0,0,-0.1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Hyman Jones Kan,27291,Hyman Jones,Kansas City Royals,9,1,0,0,0,0,0,0,0,-0.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Reid Klug San,15423,Reid Klug,San Francisco Giants,9,1,0,0,0,0,0,0,0,-0.3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
J.C. Roberson Hou,21754,J.C. Roberson,Houston Astros,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barry Whitaker Cin,14801,Barry Whitaker,Cincinnati Reds,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tony Zepeda Chi,23466,Tony Zepeda,Chicago Cubs,9,1,0,0,0,0,0,0,0,-0.3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tomas Aguayo Flo,22635,Tomas Aguayo,Florida Marlins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie Aird Det,30279,Charlie Aird,Detroit Tigers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hector Alaniz Bal,32285,Hector Alaniz,Baltimore Orioles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liam Anzevino Chi,24070,Liam Anzevino,Chicago White Sox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryder Azbell Bos,7760,Ryder Azbell,Boston Red Sox,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Barker Was,32798,Chris Barker,Washington Nationals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timothy Barker Mon,34968,Timothy Barker,Montreal Expos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brody Bender Mil,32789,Brody Bender,Milwaukee Brewers,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gerardo Bianchi Bos,40885,Gerardo Bianchi,Boston Red Sox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brantley Blass Chi,32683,Brantley Blass,Chicago Cubs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Blatchford Tex,37139,Sam Blatchford,Texas Rangers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clay Block Atl,13974,Clay Block,Atlanta Hammers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dan Brinkman Tex,23192,Dan Brinkman,Texas Rangers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vic Calfee Bos,29490,Vic Calfee,Boston Red Sox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vladimir Calvillo Tex,3308,Vladimir Calvillo,Texas Rangers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Charest Ari,32479,Christopher Charest,Arizona Diamondbacks,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghana Collier Bos,34738,Ghana Collier,Boston Red Sox,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cole Crabtree Mil,18289,Cole Crabtree,Milwaukee Brewers,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Crook Flo,34037,Anthony Crook,Florida Marlins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monty Cross Oak,15646,Monty Cross,Oakland Athletics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson Cunningham Min,37614,Jackson Cunningham,Minnesota Twins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miles Czarnowski Sea,18386,Miles Czarnowski,Seattle Mariners,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lyle Czekala Oak,22595,Lyle Czekala,Oakland Athletics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alijah Delnero Was,30559,Alijah Delnero,Washington Nationals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Landon Derringer Col,26139,Landon Derringer,Colorado Rockies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noah Dubois St.,20144,Noah Dubois,St. Louis Cardinals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig Durga Was,6703,Craig Durga,Washington Nationals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucas Echeveste Hou,34854,Lucas Echeveste,Houston Astros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Falzone Tex,14437,Kyle Falzone,Texas Rangers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elden Fasnacht Kan,32499,Elden Fasnacht,Kansas City Monarchs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick Follman Bal,13088,Patrick Follman,Baltimore Orioles,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rocky Gastelum Chi,5432,Rocky Gastelum,Chicago Cubs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elijah Glickman New,32643,Elijah Glickman,New York Yankees,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor Gosselin Phi,29616,Victor Gosselin,Philadelphia Phillies,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emerson Grammatico Pit,9761,Emerson Grammatico,Pittsburgh Pirates,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teddy Grisham New,23102,Teddy Grisham,New York Yankees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyan Guzman San,5984,Kyan Guzman,San Diego Padres,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marlon Hartrick Kan,15924,Marlon Hartrick,Kansas City Monarchs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lenny Hegel Mon,6034,Lenny Hegel,Montreal Expos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teoscar Hernández Tex,21770,Teoscar Hernández,Texas Rangers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashton Huggins Tex,22118,Ashton Huggins,Texas Rangers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cristopher Jalil Chi,26984,Cristopher Jalil,Chicago Cubs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gareth Jones Phi,14326,Gareth Jones,Philadelphia Phillies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jake Jones Ari,31407,Jake Jones,Arizona Diamondbacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Koji Kato Chi,34310,Koji Kato,Chicago White Sox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Max Keever Ari,22550,Max Keever,Arizona Diamondbacks,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brody Kissel Sea,15108,Brody Kissel,Seattle Mariners,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wade Klaassen Tor,33114,Wade Klaassen,Toronto Blue Jays,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaac Knott Oak,1422,Isaac Knott,Oakland Athletics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caleb Korsmark Ari,24847,Caleb Korsmark,Arizona Diamondbacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jayden Krause Cin,33687,Jayden Krause,Cincinnati Reds,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alberto Landeros Atl,27962,Alberto Landeros,Atlanta Hammers,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miguel Lara Det,15613,Miguel Lara,Detroit Tigers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gildardo Lares Mon,35491,Gildardo Lares,Montreal Expos,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitchel Liberty Phi,32706,Mitchel Liberty,Philadelphia Phillies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jay Locklear Ari,30310,Jay Locklear,Arizona Diamondbacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yusel Loera New,7388,Yusel Loera,New York Mets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Lujano New,7506,Brandon Lujano,New York Mets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henderson Macias St.,36059,Henderson Macias,St. Louis Cardinals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaden Macleod New,35000,Kaden Macleod,New York Mets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liam Mallen Pit,31965,Liam Mallen,Pittsburgh Pirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elijah Marks Oak,16082,Elijah Marks,Oakland Athletics,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ernudis Maya New,24780,Ernudis Maya,New York Mets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian McCool Det,28988,Christian McCool,Detroit Tigers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hunter McDowell Kan,7300,Hunter McDowell,Kansas City Monarchs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dan McDuffie Bos,32240,Dan McDuffie,Boston Red Sox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Davy Mejia Bos,32552,Davy Mejia,Boston Red Sox,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jayson Mejia Ana,20851,Jayson Mejia,Anaheim Angels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adrián Mendietta Col,36181,Adrián Mendietta,Colorado Rockies,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke Menendez Cle,22453,Luke Menendez,Cleveland Guardians,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pete Michelena Tor,27266,Pete Michelena,Toronto Blue Jays,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeremiah Musgrove Cin,19114,Jeremiah Musgrove,Cincinnati Reds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gonzalo Noyola Tam,7887,Gonzalo Noyola,Tampa Bay Devil Rays,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dylan O'Connor Oak,6044,Dylan O'Connor,Oakland Athletics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tatashi Omoto Los,35557,Tatashi Omoto,Los Angeles Dodgers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamel Ouellet Oak,24162,Jamel Ouellet,Oakland Athletics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graham Owston -,7548,Graham Owston,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Landon Pabon St.,1385,Landon Pabon,St. Louis Cardinals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slim Jim Painter Det,22214,Slim Jim Painter,Detroit Tigers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Logan Postelle Mon,34913,Logan Postelle,Montreal Expos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Pucci Cin,29513,Brandon Pucci,Cincinnati Reds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
José Pérez Was,33931,José Pérez,Washington Nationals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manuel Pérez Chi,25130,Manuel Pérez,Chicago Cubs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeffrey Quiroga Tex,30763,Jeffrey Quiroga,Texas Rangers,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ray Quiroz Bos,16188,Ray Quiroz,Boston Red Sox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josiah Raper Los,8693,Josiah Raper,Los Angeles Dodgers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brayden Rodeffer St.,19742,Brayden Rodeffer,St. Louis Cardinals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hector Rosas Col,33228,Hector Rosas,Colorado Rockies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oscar Rose Ana,18382,Oscar Rose,Anaheim Angels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jude Sager Oak,33995,Jude Sager,Oakland Athletics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seamus Sanchez Los,29945,Seamus Sanchez,Los Angeles Dodgers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ignatius Sayers Mil,16945,Ignatius Sayers,Milwaukee Brewers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cody Sharrett Oak,21729,Cody Sharrett,Oakland Athletics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grayson Sibio Bal,35037,Grayson Sibio,Baltimore Orioles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madden Simmons Col,35023,Madden Simmons,Colorado Rockies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Spurlock Ari,30875,Chris Spurlock,Arizona Diamondbacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hayden Stockler Los,24580,Hayden Stockler,Los Angeles Dodgers,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vincent Thompson Cin,30567,Vincent Thompson,Cincinnati Reds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elwood Tilley Hou,14288,Elwood Tilley,Houston Astros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin Urrea Phi,28817,Martin Urrea,Philadelphia Phillies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bram van der Horst New,38942,Bram van der Horst,New York Yankees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Princeton Van Hout Tor,14496,Princeton Van Hout,Toronto Blue Jays,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeremiah Viera Tam,9599,Jeremiah Viera,Tampa Bay Devil Rays,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eris Villalobos Ana,31231,Eris Villalobos,Anaheim Angels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jandel Vásquez Kan,33809,Jandel Vásquez,Kansas City Royals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deven Watkins Flo,37249,Deven Watkins,Florida Marlins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charley Weier Tam,34051,Charley Weier,Tampa Bay Devil Rays,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameron Wentz Los,35053,Cameron Wentz,Los Angeles Dodgers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collin Wilkerson Flo,11354,Collin Wilkerson,Florida Marlins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calvin Woodson Flo,27484,Calvin Woodson,Florida Marlins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel Wynne Flo,28399,Joel Wynne,Florida Marlins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kikuji Yamamoto Phi,35546,Kikuji Yamamoto,Philadelphia Phillies,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruno Zelaya Tex,34564,Bruno Zelaya,Texas Rangers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ricky Perez-Ruiz Bal,33239,Ricky Perez-Ruiz,Baltimore Orioles,1,36,36,34,20,13,1,1,0,-0.7,31,5,247,0,0,15,12,3,3,2,2,0,0,0,0,0,2.3,0
Gabe Moyo Los,14090,Gabe Moyo,Los Angeles Dodgers,1,36,36,19,11,7,1,0,0,0.4,26,8,229.1,0,0,10,8,3,2,2,2,0,0,2,0,0,0.3,0
Etsuo Ono Oak,36011,Etsuo Ono,Oakland Athletics,1,36,36,33,17,15,1,1,0,1.8,32,10,227,0,0,14,12,0,0,6,5,0,0,0,0,0,1.2,0
Grayson Alleman Cin,23282,Grayson Alleman,Cincinnati Reds,1,35,35,34,15,18,1,0,0,0.2,25,4,216.2,0,0,19,17,1,1,2,2,0,0,0,0,0,1.4,0
Felipe Hernández Chi,5681,Felipe Hernández,Chicago Cubs,1,36,36,27,16,10,1,2,0,-0.6,29,6,216.1,0,0,19,16,1,1,2,1,0,0,1,0,0,3.4,0
Perry Van Meter Col,40070,Perry Van Meter,Colorado Rockies,1,32,32,30,21,9,0,2,0,2.2,26,9,215,0,0,20,19,2,1,1,1,0,0,1,0,0,4.7,0
Ray Numan Chi,18799,Ray Numan,Chicago White Sox,1,35,35,24,15,7,2,1,0,-1.5,20,1,212.2,0,0,9,8,3,2,5,5,0,0,2,0,0,-0.3,0
Francisco Suárez Hou,38842,Francisco Suárez,Houston Astros,1,36,36,35,15,19,1,1,0,1.6,11,4,212.1,0,0,15,13,3,2,3,2,0,0,0,0,0,2.6,0
Danny DiDonato San,37380,Danny DiDonato,San Francisco Giants,1,35,35,14,9,5,0,0,0,1.1,15,4,212,0,0,10,8,0,0,2,2,0,0,0,0,0,1.9,0
José Leyva Chi,30975,José Leyva,Chicago Cubs,1,36,36,28,16,12,0,2,0,2.4,19,7,211.1,0,0,11,11,2,1,2,2,0,0,0,0,0,1.8,0
Newlyn Boyle Oak,7942,Newlyn Boyle,Oakland Athletics,1,35,35,32,23,9,0,0,0,1.2,26,6,209.2,0,0,18,18,3,2,3,3,0,0,0,0,0,4.2,0
Oliver Hinson Atl,20861,Oliver Hinson,Atlanta Hammers,1,34,34,26,11,13,2,2,0,-0.3,29,6,208,0,0,12,11,3,1,3,2,0,0,1,0,0,-1.1,0
Jonny Bos Mon,23939,Jonny Bos,Montreal Expos,1,35,35,32,19,12,1,0,0,-1.1,30,3,207.2,0,0,17,15,3,2,4,4,0,0,0,0,0,-0.7,0
Thomas Vera Los,10617,Thomas Vera,Los Angeles Dodgers,1,35,35,20,11,7,2,2,0,0.7,18,7,207.2,0,0,13,9,2,2,1,0,0,0,1,0,0,1.2,0
Dave Atalaya Sea,14374,Dave Atalaya,Seattle Mariners,1,35,35,20,12,7,1,0,0,2.4,13,6,206,0,0,12,12,3,1,2,2,0,0,0,0,0,-0.3,0
Harjap Agarwal Bos,17149,Harjap Agarwal,Boston Red Sox,1,35,35,22,12,10,0,1,0,2.6,15,6,205,0,0,10,10,1,1,1,1,0,0,0,0,0,-1.6,0
Ron Harms Ana,26428,Ron Harms,Anaheim Angels,1,35,34,19,10,8,1,0,0,1.9,30,8,204.1,0,0,11,10,2,2,1,1,0,0,0,0,0,0.3,0
Brock Pereira Was,40064,Brock Pereira,Washington Nationals,1,35,35,22,10,11,1,1,0,-1.3,28,3,203.2,0,0,10,9,1,0,3,3,0,0,0,0,0,0,0
Cornelius Cobb St.,20284,Cornelius Cobb,St. Louis Cardinals,1,36,36,26,16,9,1,0,0,-1,30,3,200.1,0,0,14,12,1,1,2,2,0,0,0,0,0,2.4,0
Curt Banks Hou,40075,Curt Banks,Houston Astros,1,35,35,29,13,14,2,1,0,-0.2,21,3,199.2,0,0,13,12,1,1,1,1,0,0,0,0,0,1.6,0
T.C. Settle Sea,16985,T.C. Settle,Seattle Mariners,1,34,34,21,15,4,2,0,0,1.2,24,8,199.1,0,0,14,12,3,3,2,1,0,0,0,0,0,2.2,0
Rex Galenski Was,15573,Rex Galenski,Washington Nationals,1,35,35,23,15,6,2,0,0,-1.3,22,2,198.2,0,0,10,9,3,2,2,1,0,0,0,0,0,0.4,0
Bee Whitlock Mon,33591,Bee Whitlock,Montreal Expos,1,35,35,26,12,14,0,0,0,3.1,25,11,196.2,0,0,8,7,4,3,1,1,0,0,0,0,0,1.2,0
Lance Buchanan Ana,16039,Lance Buchanan,Anaheim Angels,1,34,34,22,11,10,1,0,0,-1.3,26,4,196.1,0,0,11,9,4,3,1,0,0,0,0,0,0,-0.3,0
Doug Minard Tam,24392,Doug Minard,Tampa Bay Devil Rays,1,34,34,30,20,9,1,4,0,0.1,21,4,195.2,0,0,16,15,2,2,2,2,0,0,1,0,0,0.7,0
Billy Roupe Bal,14401,Billy Roupe,Baltimore Orioles,1,35,35,30,15,14,1,1,0,-0.4,35,8,195,0,0,16,13,4,3,1,1,0,0,2,0,0,1.2,0
Gene Light Phi,11504,Gene Light,Philadelphia Phillies,1,36,36,24,13,10,1,1,0,1,13,4,194.2,0,0,13,12,3,1,1,1,1,1,0,0,0,0.9,-0.1
Diego Martínez Det,28740,Diego Martínez,Detroit Tigers,1,35,35,30,17,13,0,0,0,1.7,15,4,194.2,0,0,13,13,2,1,6,4,0,0,0,0,0,0.4,0
Logan Owens St.,9215,Logan Owens,St. Louis Cardinals,1,33,33,26,14,10,2,1,0,-0.7,28,7,194.2,0,0,15,13,2,0,4,2,0,0,0,0,0,-0.5,0
Ray English Det,8128,Ray English,Detroit Tigers,1,36,36,15,9,5,1,2,0,-1.8,30,4,194,0,0,7,5,5,2,2,2,1,1,1,0,0,1.8,0
V.J. Hunt Bos,23575,V.J. Hunt,Boston Red Sox,1,33,33,25,18,6,1,2,0,2.6,18,8,193.2,0,0,16,15,1,0,0,0,0,0,0,0,0,0.3,0
Tommie Waldie New,9197,Tommie Waldie,New York Yankees,1,33,33,21,11,9,1,0,0,0.6,20,4,193.1,0,0,8,8,5,4,2,1,0,0,0,0,0,3.4,0
Rival Adamo Atl,40082,Rival Adamo,Atlanta Hammers,1,33,33,21,12,9,0,1,0,0.3,23,5,193,0,0,12,11,1,1,1,1,0,0,0,0,0,3,0
Harvey Knopp Phi,6040,Harvey Knopp,Philadelphia Phillies,1,36,36,13,8,5,0,0,0,0.9,13,5,192.1,0,0,7,6,1,1,1,1,0,0,2,0,0,-0.3,0
