ID,RL,Name,First Name,Last Name,Mor,ORG,Lev,Age,EXP,OVR,POT,WE,INT,Type,STU,MOV,CON,PBABIP,HRR,STU P,MOV P,CON P,PBABIP P,HRR P,VELO,G,GS,W,L,IP,BF,AB,HA,1B,2B,3B,HR,R,ER,BB,IBB,K,HP,ERA,BABIP,WHIP,K/9,BB/9,HR/9,K/BB,K%-BB%,SH,SF,WP,BK,CI,DP,IR,IRS,PI,GB,FB,SB,CS,ERA+,FIP,FIP-,WAR
15994,RP,CAMERON SCHMIDT,CAMERON,SCHMIDT,,BOS,MLB,27,11,47,47,N,N,Normal,55,50,50,55,45,55,50,50,55,45,96-98,28,7,1,9,74.0,316,286,74,47,13,0,14,36,36,23,0,58,2,4.38,.278,1.31,7.1,2.8,1.7,2.5,11.1,3,2,2,0,0,5,5,1,1189,74,84,6,1,98,5.25,121,-0.2
14055,RP,DARWIN SCHROEDER,DARWIN,SCHROEDER,,CLE,MLB,27,11,53,53,N,N,Normal,45,55,55,55,55,45,55,55,55,55,95-97,38,0,2,4,44.2,195,179,49,30,13,1,5,22,21,11,2,42,3,4.23,.333,1.34,8.5,2.2,1.0,3.8,15.9,2,0,2,2,0,5,11,6,715,43,44,6,0,99,3.73,88,0.5
20518,RP,ETHAN SCHUBERT,ETHAN,SCHUBERT,,TEX,MLB,27,8,38,38,N,L,Normal,50,50,45,50,45,50,50,45,50,50,92-94,34,0,2,1,40.1,154,140,26,17,5,0,4,9,9,12,2,45,1,2.01,.239,0.94,10.0,2.7,0.9,3.8,21.4,0,1,1,0,0,4,26,4,580,34,36,0,0,209,3.22,76,0.7
11446,RP,MILES SCHULTZ,MILES,SCHULTZ,,MIL,MLB,28,12,58,59,H,H,Normal,55,50,55,55,50,60,55,55,55,55,97-99,34,0,1,0,49.0,214,186,44,30,8,1,5,23,22,21,0,43,5,4.04,.279,1.33,7.9,3.9,0.9,2.0,10.3,0,2,2,1,0,3,28,9,815,50,49,9,0,107,4.51,104,0.0
37506,RP,NJABULO SETLHODI,NJABULO,SETLHODI,,DET,MLB,21,3,55,57,H,N,Normal,50,55,55,55,55,70,55,55,55,55,97-99,12,0,1,1,13.2,64,53,15,10,2,0,3,9,9,9,0,13,0,5.93,.316,1.76,8.6,5.9,2.0,1.4,6.2,1,1,1,0,0,0,7,2,235,12,14,4,1,73,6.27,144,-0.3
29400,RP,SCOTT SHEPPARD,SCOTT,SHEPPARD,,PIT,MLB,26,8,49,49,N,N,Normal,50,50,55,55,50,55,55,55,55,55,98-100,36,0,0,0,42.0,166,151,33,24,6,0,3,9,9,9,0,39,5,1.93,.273,1.00,8.4,1.9,0.6,4.3,18.1,0,1,3,1,0,5,15,6,623,37,41,4,3,225,3.42,78,0.6
20990,RP,MASON SHIELDS,MASON,SHIELDS,,CHC,MLB,27,8,46,46,H,N,Normal,50,55,45,55,55,55,55,45,55,60,95-97,3,0,0,0,5.1,19,18,2,1,1,0,0,0,0,1,0,11,0,0.00,.286,0.56,18.6,1.7,0.0,11.0,52.6,0,0,0,0,0,0,1,1,89,1,4,1,0,999,0.00,0,0.3
35140,RP,KENNY SHIREY,KENNY,SHIREY,,COL,MLB,26,10,44,44,N,H,Normal,55,50,40,50,50,60,50,40,50,55,96-98,24,0,1,0,28.2,140,123,37,22,11,0,4,20,17,14,0,35,3,5.34,.393,1.78,11.0,4.4,1.3,2.5,15.0,0,0,5,0,0,1,25,7,538,28,21,4,0,87,4.50,96,0.1
13208,RP,ALEXZANDER SIEGRIST,ALEXZANDER,SIEGRIST,,WAS,MLB,29,14,62,62,N,N,Normal,55,55,55,55,55,65,55,55,55,55,96-98,54,0,3,4,75.1,320,288,76,49,20,2,5,34,34,20,1,75,4,4.06,.329,1.27,9.0,2.4,0.6,3.8,17.2,0,8,3,2,0,7,27,11,1208,66,75,6,0,112,3.13,68,1.7
38627,RP,TUCKER SIMINGTON,TUCKER,SIMINGTON,,WAS,MLB,21,3,47,50,N,N,Normal,50,55,45,50,60,70,55,45,50,60,93-95,11,0,0,3,10.1,45,42,13,7,4,0,2,6,6,2,1,14,0,5.23,.407,1.45,12.2,1.7,1.7,7.0,26.7,0,1,0,0,0,0,10,5,180,5,11,2,0,87,3.44,75,0.2
38621,RP,JENSEN SING,JENSEN,SING,,BAL,MLB,25,3,43,49,N,N,Normal,55,50,45,50,50,75,55,45,50,55,92-94,14,0,1,0,18.1,77,71,20,14,4,0,2,9,7,5,0,17,1,3.44,.346,1.36,8.3,2.5,1.0,3.4,15.6,0,0,1,0,0,7,6,1,266,20,11,0,0,129,3.89,87,0.2
19096,RP,TERRY SKINNER,TERRY,SKINNER,,SD,MLB,36,17,44,44,N,N,Normal,50,50,50,50,50,50,50,50,50,50,94-96,27,0,0,1,37.2,152,140,34,22,6,0,6,19,15,10,3,31,1,3.58,.269,1.17,7.4,2.4,1.4,3.1,13.8,0,1,2,1,0,3,24,4,552,37,37,2,1,118,4.41,104,0.0
18858,RP,PEDRO SOTO,PEDRO,SOTO,,KCR,MLB,26,10,35,35,N,H,Normal,50,50,30,50,50,60,50,30,50,50,96-98,27,0,1,0,26.1,117,99,20,11,3,0,6,15,13,18,0,26,0,4.44,.209,1.44,8.9,6.2,2.1,1.4,6.8,0,0,1,1,0,3,10,6,445,20,29,3,1,97,6.38,148,-0.6
24868,RP,CY SPEAKMAN,CY,SPEAKMAN,,CIN,MLB,35,17,48,48,N,N,Normal,50,50,60,50,50,50,50,60,50,50,92-94,56,0,2,1,58.2,257,230,61,40,6,0,15,31,29,22,2,57,2,4.45,.287,1.41,8.7,3.4,2.3,2.6,13.6,1,2,2,1,0,5,30,13,970,53,58,4,0,98,5.85,134,-0.8
8760,RP,COLTON SPELLMAN,COLTON,SPELLMAN,,BAL,MLB,32,16,49,49,N,N,Normal,50,50,50,50,55,50,50,50,50,55,96-98,36,0,1,2,48.2,197,179,37,25,5,0,7,21,17,16,0,56,2,3.14,.259,1.09,10.4,3.0,1.3,3.5,20.3,0,0,0,0,0,8,26,5,729,44,38,6,0,141,4.02,90,0.4
17057,RP,DAMIEN STARNES,DAMIEN,STARNES,,MON,MLB,35,15,48,48,N,N,Normal,45,50,60,55,50,45,50,60,55,50,93-95,41,1,4,4,52.0,221,192,47,29,14,0,4,22,20,20,0,38,7,3.46,.283,1.29,6.6,3.5,0.7,1.9,8.1,0,2,3,0,0,5,35,9,833,44,64,4,3,126,4.44,101,0.2
30468,RP,SOLOMON STISIS,SOLOMON,STISIS,,MON,MLB,21,3,48,50,N,N,Unknown,45,50,60,50,50,55,50,60,50,50,96-98,3,0,0,0,2.1,11,9,2,0,1,0,1,3,3,2,0,0,0,11.57,.125,1.71,0.0,7.7,3.9,0.0,-18.2,0,0,0,0,0,0,2,0,38,3,4,0,0,37,11.49,266,-0.2
28628,RP,GUS STOW,GUS,STOW,,BAL,MLB,25,11,46,46,N,N,Normal,45,55,45,50,55,45,55,45,50,55,95-97,33,1,4,1,63.2,292,257,77,54,15,4,4,41,35,31,1,48,1,4.95,.351,1.70,6.8,4.4,0.6,1.5,5.8,0,3,3,1,0,5,35,11,1047,69,61,11,5,90,4.11,92,0.5
33717,RP,SOLOMON SUÁREZ,SOLOMON,SUÁREZ,,NYY,MLB,20,3,60,60,H,N,Normal,80,55,40,50,55,80,55,45,50,55,98-100,41,0,1,3,45.2,210,183,50,32,10,1,7,27,25,23,0,62,1,4.93,.371,1.60,12.2,4.5,1.4,2.7,18.6,1,2,2,0,0,1,9,2,820,37,35,4,1,88,4.20,96,0.3
24649,RP,RODNEY SWAIN,RODNEY,SWAIN,,DET,MLB,33,15,52,52,N,N,Normal,45,55,65,55,55,45,55,65,55,55,92-94,24,0,3,3,48.2,182,171,39,31,3,0,5,9,9,8,2,45,2,1.66,.279,0.97,8.3,1.5,0.9,5.6,20.3,0,1,0,0,0,9,13,1,667,50,38,3,3,261,3.32,76,0.8
27774,RP,COLEMAN SWITZER,COLEMAN,SWITZER,,CIN,MLB,38,19,48,48,H,N,Normal,55,50,55,50,50,55,50,55,50,50,95-97,38,0,5,3,33.2,159,147,49,38,4,0,7,25,22,11,0,40,1,5.88,.420,1.78,10.7,2.9,1.9,3.6,18.2,0,0,4,0,0,2,27,5,634,23,33,2,2,74,4.74,108,-0.0
23420,RP,ROB TEACHEY,ROB,TEACHEY,,TOR,MLB,27,8,43,43,N,N,Normal,55,50,40,50,50,55,55,40,50,55,93-95,28,0,3,1,43.1,208,178,55,39,9,2,5,37,34,27,3,50,3,7.06,.407,1.89,10.4,5.6,1.0,1.9,11.1,0,0,2,0,0,5,28,9,787,31,41,1,2,62,4.41,101,0.1
35794,RP,SAWYER THREETON,SAWYER,THREETON,,KCR,MLB,27,9,44,44,H,N,Fan Fav,40,50,55,50,50,45,50,55,50,50,91-93,52,1,4,2,58.0,254,236,65,42,12,0,11,36,36,15,0,50,2,5.59,.307,1.38,7.8,2.3,1.7,3.3,13.8,0,1,2,0,0,1,13,1,936,56,65,2,1,77,4.97,115,-0.2
38257,RP,LEVI TISDALE,LEVI,TISDALE,,DET,MLB,21,3,46,47,N,N,Prankster,55,50,45,50,50,70,50,45,50,50,93-95,1,0,0,0,1.1,6,5,1,0,1,0,0,1,1,1,0,2,0,6.75,.333,1.50,13.5,6.8,0.0,2.0,16.7,0,0,0,0,0,0,0,0,26,1,1,0,0,64,2.59,59,0.0
23770,RP,HUNTER TREMPER,HUNTER,TREMPER,,MIN,MLB,27,8,41,41,N,N,Normal,45,50,50,50,45,55,50,50,50,45,96-98,43,4,2,4,44.0,186,165,44,28,10,0,6,29,29,16,1,39,1,5.93,.306,1.36,8.0,3.3,1.2,2.4,12.4,0,4,2,0,0,3,16,8,665,36,50,5,1,74,4.44,101,0.2
9785,RP,LAMONT TRUDELL,LAMONT,TRUDELL,,NYM,MLB,29,14,60,64,N,N,Normal,55,60,55,55,60,80,60,55,55,60,97-99,44,0,4,1,47.0,194,178,38,24,8,1,5,23,16,13,0,41,3,3.06,.250,1.09,7.9,2.5,1.0,3.2,14.4,0,0,3,1,0,5,18,3,723,47,48,4,2,152,4.00,85,0.5
35020,RP,GEORGIOS TZIMOPOULOS,GEORGIOS,TZIMOPOULOS,,NYY,MLB,25,10,45,54,N,N,Normal,45,55,45,55,60,60,60,45,55,65,95-97,45,0,4,1,58.2,236,218,51,35,5,3,8,26,26,14,0,53,2,3.99,.270,1.11,8.1,2.1,1.2,3.8,16.5,0,2,4,1,0,6,30,10,872,65,50,2,1,109,4.13,94,0.4
36623,RP,DONOVAN URBINA,DONOVAN,URBINA,,ANA,MLB,20,2,46,73,N,N,Unknown,55,50,45,50,50,75,60,50,50,75,97-99,5,0,1,1,6.1,29,26,9,8,1,0,0,5,5,2,2,7,0,7.11,.450,1.74,9.9,2.8,0.0,3.5,17.2,0,1,0,0,0,0,2,1,103,6,5,2,1,62,1.13,25,0.4
13058,RP,LUKE VAN DUSEN,LUKE,VAN DUSEN,,TOR,MLB,25,9,45,45,H,N,Sparkplug,50,45,50,50,45,50,45,50,50,45,97-99,38,2,2,4,52.2,234,213,60,43,11,1,5,29,28,16,4,54,2,4.78,.350,1.44,9.2,2.7,0.9,3.4,16.2,0,3,3,0,0,3,22,8,860,49,50,3,2,91,3.33,76,1.0
20274,RP,VINCE VAN HILL,VINCE,VAN HILL,,NYY,MLB,24,8,43,59,N,N,Normal,65,45,40,50,45,75,55,45,50,55,98-100,32,0,5,0,52.0,206,186,39,26,5,0,8,17,16,16,0,52,3,2.77,.244,1.06,9.0,2.8,1.4,3.2,17.5,0,1,2,0,0,7,17,5,804,46,48,1,2,157,4.44,102,0.1
9365,RP,HARRIS VANATTA,HARRIS,VANATTA,,DET,MLB,32,16,53,53,H,N,Fan Fav,45,55,55,55,55,45,55,55,55,55,96-98,33,0,3,1,65.1,260,239,47,31,11,0,5,20,19,20,1,52,1,2.62,.231,1.03,7.2,2.8,0.7,2.6,12.3,0,0,2,3,0,5,8,1,916,79,59,4,0,166,3.67,84,0.7
11508,RP,DARREL VAR,DARREL,VAR,,SEA,MLB,31,16,52,52,H,H,Normal,55,50,50,55,50,55,50,50,55,50,96-98,34,0,4,3,55.2,250,227,69,51,11,1,6,34,33,16,1,43,3,5.34,.346,1.53,7.0,2.6,1.0,2.7,10.8,0,4,3,0,0,5,32,9,926,48,68,23,0,82,4.17,95,0.3
17077,RP,JORDAN VERHOFF,JORDAN,VERHOFF,,HOU,MLB,33,14,58,58,N,N,Normal,45,55,65,55,55,45,55,65,55,55,92-94,47,0,2,5,58.0,245,226,54,37,8,2,7,32,23,12,0,49,3,3.57,.275,1.14,7.6,1.9,1.1,4.1,15.1,2,1,7,0,1,2,17,8,925,64,57,4,1,123,4.00,90,0.6
40029,RP,IVAN VILLEGAS,IVAN,VILLEGAS,,PHI,MLB,20,4,46,46,H,N,Normal,55,60,40,60,60,55,60,40,60,60,95-97,47,0,5,8,41.2,185,151,34,25,4,1,4,22,21,29,1,32,1,4.54,.256,1.51,6.9,6.3,0.9,1.1,1.6,2,2,1,0,0,6,12,1,724,48,39,4,1,93,5.14,121,-0.5
29462,RP,KIP WARZECHA,KIP,WARZECHA,,BOS,MLB,26,8,42,45,L,L,Unmotivated,50,50,50,50,45,55,50,50,50,55,95-97,25,0,1,3,30.2,132,117,28,18,4,1,5,19,18,14,4,31,0,5.28,.280,1.37,9.1,4.1,1.5,2.2,12.9,0,1,1,0,0,3,9,3,451,29,29,3,0,81,4.42,102,0.1
37023,RP,HENRY WATKINS,HENRY,WATKINS,,NYY,MLB,22,7,47,49,H,N,Sparkplug,75,50,40,50,50,75,50,45,50,50,99-101,35,0,3,3,32.2,157,125,33,19,6,0,8,27,24,26,0,38,5,6.61,.312,1.81,10.5,7.2,2.2,1.5,7.6,0,1,3,0,0,5,15,5,646,24,30,0,1,66,7.05,162,-0.9
23035,RP,JEROME WHITE,JEROME,WHITE,,TB,MLB,32,13,45,45,N,N,Normal,50,50,45,50,50,50,50,45,50,50,93-95,24,1,1,1,36.2,153,140,37,26,5,2,4,22,22,11,1,36,1,5.40,.327,1.31,8.8,2.7,1.0,3.3,16.3,0,1,0,1,0,4,17,5,567,30,37,3,1,80,3.70,85,0.4
33591,RP,BEE WHITLOCK,BEE,WHITLOCK,,MON,MLB,27,9,47,47,N,N,Normal,45,55,60,50,55,45,55,60,50,55,93-95,3,0,0,1,4.0,17,16,5,2,1,0,2,2,2,1,0,2,0,4.50,.250,1.50,4.5,2.2,4.5,2.0,5.9,0,0,0,0,0,1,3,3,61,6,3,0,0,96,9.59,222,-0.3
32234,RP,BRAIN WILLIAMSON,BRAIN,WILLIAMSON,,ARI,MLB,20,3,73,73,N,L,Normal,70,60,55,55,65,70,60,60,55,65,92-94,43,0,4,5,41.2,182,161,47,27,11,4,5,27,27,12,0,43,4,5.83,.362,1.42,9.3,2.6,1.1,3.6,17.0,2,3,0,0,0,7,22,4,639,39,37,6,1,75,3.99,90,0.4
23652,RP,BILL WOLFF,BILL,WOLFF,,KCM,MLB,26,8,45,45,N,N,Normal,45,50,55,50,55,50,55,55,50,55,92-94,57,0,5,1,62.0,256,232,57,44,8,1,4,22,22,16,0,40,6,3.19,.279,1.18,5.8,2.3,0.6,2.5,9.4,0,2,0,0,0,6,30,12,931,72,62,13,3,137,3.96,90,0.6
31049,RP,WAYNE WOODS,WAYNE,WOODS,,ATL,MLB,31,12,46,46,N,N,Normal,45,50,50,50,50,45,50,50,50,50,93-95,35,0,6,2,40.2,173,153,38,23,9,0,6,21,21,18,1,37,2,4.65,.291,1.38,8.2,4.0,1.3,2.1,11.0,0,0,2,0,0,5,15,4,667,36,41,4,1,92,4.84,113,-0.2
8902,RP,WELDON YONG,WELDON,YONG,,CIN,MLB,27,12,45,45,N,N,Normal,45,55,45,55,55,45,55,45,55,55,93-95,41,0,0,2,39.2,175,154,39,27,5,0,7,19,17,19,0,48,2,3.86,.323,1.46,10.9,4.3,1.6,2.5,16.6,0,0,0,1,0,3,19,6,717,27,39,3,1,113,4.81,110,-0.1
39621,RP,TRENT YOUNGBLOOD,TRENT,YOUNGBLOOD,,WAS,MLB,23,7,73,73,H,N,Sparkplug,60,60,55,55,70,60,60,60,55,70,97-99,38,0,3,2,34.2,142,130,29,17,6,3,3,15,14,8,2,40,4,3.63,.299,1.07,10.4,2.1,0.8,5.0,22.5,0,0,0,0,0,4,14,5,533,27,32,0,0,125,3.03,66,0.9
31199,RP,IVAN ZAMORA,IVAN,ZAMORA,,MIN,MLB,25,11,46,46,N,N,Normal,50,50,50,50,50,50,50,50,50,50,95-97,51,0,4,2,83.2,354,321,86,54,19,0,13,44,39,24,0,58,4,4.20,.289,1.31,6.2,2.6,1.4,2.4,9.6,2,3,2,2,0,8,18,7,1257,90,88,4,0,104,4.98,113,-0.3
20057,RP,DAMIAN ZIRBES,DAMIAN,ZIRBES,,OAK,MLB,34,15,44,44,N,H,Normal,45,50,45,55,50,45,50,45,55,50,93-95,25,10,6,7,65.1,310,275,85,53,19,0,13,49,43,31,2,57,0,5.92,.344,1.78,7.9,4.3,1.8,1.8,8.4,0,4,5,1,0,3,7,4,1144,61,71,8,1,75,5.52,124,-0.2
16520,RP,JOHN ZUGAZA,JOHN,ZUGAZA,,OAK,MLB,33,18,46,46,H,N,Fan Fav,55,50,50,50,45,55,50,50,50,45,98-100,30,0,2,3,40.1,171,151,37,20,6,1,10,27,27,15,3,41,2,6.02,.267,1.29,9.1,3.3,2.2,2.7,15.2,2,1,2,2,0,3,19,5,622,32,44,7,0,74,5.58,125,-0.4
40082,SP,RIVAL ADAMO,RIVAL,ADAMO,,ATL,MLB,25,7,44,45,H,N,Captain,50,50,50,50,50,50,50,50,50,50,93-95,20,20,4,9,112.2,502,448,120,82,26,2,10,60,58,42,0,95,6,4.63,.316,1.44,7.6,3.4,0.8,2.3,10.6,1,5,1,0,0,5,0,0,1844,96,139,11,1,92,4.09,95,1.8
18238,SP,LANDEN ADKINS,LANDEN,ADKINS,,TEX,MLB,34,15,42,42,N,N,Prankster,50,50,50,50,50,50,50,50,50,50,95-97,16,14,8,1,86.2,361,325,78,48,16,1,13,33,33,32,2,76,2,3.43,.273,1.27,7.9,3.3,1.3,2.4,12.2,0,2,4,1,0,7,5,4,1404,77,94,14,3,123,4.65,110,0.7
17149,SP,HARJAP AGARWAL,HARJAP,AGARWAL,,BOS,MLB,30,11,53,53,N,L,Normal,45,50,55,50,50,45,50,55,50,50,93-95,21,21,6,13,121.0,527,472,131,80,30,1,20,74,73,43,0,107,4,5.43,.318,1.44,8.0,3.2,1.5,2.5,12.1,4,4,6,1,0,9,0,0,2030,113,128,10,1,79,4.89,113,0.8
6546,SP,RYAN AGOSTINO,RYAN,AGOSTINO,,DET,MLB,35,20,45,45,N,N,Normal,45,50,60,50,50,45,50,60,50,50,93-95,11,10,1,7,38.1,174,166,55,32,9,3,11,34,34,6,0,32,2,7.98,.358,1.59,7.5,1.4,2.6,5.3,14.9,0,0,3,0,0,3,1,0,655,44,35,3,1,54,6.03,138,-0.2
22943,SP,YANSIEL ALCANTARA,YANSIEL,ALCANTARA,,ANA,MLB,23,7,43,43,L,L,Normal,45,55,50,55,55,50,55,50,55,55,95-97,14,14,3,3,73.1,307,281,71,47,14,1,9,36,36,23,0,54,2,4.42,.284,1.28,6.6,2.8,1.1,2.3,10.1,1,0,0,0,0,9,0,0,1134,69,83,7,3,99,4.49,102,0.9
23282,SP,GRAYSON ALLEMAN,GRAYSON,ALLEMAN,,PHI,MLB,36,18,49,49,N,H,Normal,50,50,60,55,50,50,50,60,55,50,93-95,22,22,8,4,116.2,495,453,106,70,15,3,18,48,42,39,0,112,2,3.24,.272,1.24,8.6,3.0,1.4,2.9,14.7,1,0,3,1,0,9,0,0,1820,102,125,9,2,130,4.48,106,1.2
35621,SP,JUAN ALVARADO,JUAN,ALVARADO,,NYM,MLB,24,10,80,80,N,H,Normal,80,55,50,60,55,80,55,50,60,55,95-97,20,20,8,5,110.2,428,394,70,39,13,4,14,30,27,27,0,190,6,2.20,.293,0.88,15.5,2.2,1.1,7.0,38.1,0,1,2,0,0,2,0,0,1691,67,67,13,5,212,2.45,52,4.5
16077,SP,TERRY ARENDT,TERRY,ARENDT,,SD,MLB,34,14,43,43,N,N,Normal,50,50,50,50,50,50,50,50,50,50,94-96,20,20,8,6,142.2,604,546,138,98,26,1,13,55,53,49,2,103,5,3.34,.289,1.31,6.5,3.1,0.8,2.1,8.9,2,2,5,0,0,15,0,0,2205,166,135,20,3,126,4.18,98,2.0
14374,SP,DAVE ATALAYA,DAVE,ATALAYA,,CHC,MLB,31,16,78,78,H,N,Normal,60,55,65,60,55,60,55,65,60,55,94-96,22,22,8,7,125.1,521,481,125,81,24,1,19,56,55,27,0,113,9,3.95,.301,1.21,8.1,1.9,1.4,4.2,16.5,1,3,5,0,0,9,0,0,1952,102,141,11,7,111,4.37,100,1.7
23292,SP,ERNEST AULT,ERNEST,AULT,,SD,MLB,33,15,40,40,N,H,Normal,45,50,45,50,50,45,50,45,50,50,95-97,16,1,0,1,18.2,76,64,13,9,3,0,1,5,5,11,1,17,0,2.41,.261,1.29,8.2,5.3,0.5,1.5,7.9,1,0,1,0,0,4,4,1,313,19,16,1,0,175,3.83,90,0.2
28451,SP,RAMÓN BAEZ,RAMÓN,BAEZ,,WAS,MLB,25,11,44,46,N,L,Prankster,50,50,55,55,45,50,50,55,55,50,98-100,2,2,0,1,4.2,24,20,9,6,1,0,2,6,6,3,0,4,0,11.57,.467,2.57,7.7,5.8,3.9,1.3,4.2,0,1,2,1,0,1,0,0,87,4,4,1,0,39,9.13,200,-0.2
12612,SP,JONATHAN BAGWELL,JONATHAN,BAGWELL,,COL,MLB,34,18,41,41,N,N,Normal,45,50,60,55,45,45,50,60,55,45,93-95,19,19,7,9,104.1,465,420,124,79,16,7,22,76,75,33,0,77,6,6.47,.312,1.50,6.6,2.8,1.9,2.3,9.5,0,6,3,0,0,10,0,0,1670,93,129,17,3,72,5.73,122,0.2
14775,SP,SANDY BALENTINE,SANDY,BALENTINE,,SD,MLB,38,23,38,38,N,N,Normal,45,45,65,50,45,45,45,65,50,45,95-97,28,5,2,3,62.1,267,227,56,35,10,3,8,29,29,28,7,51,5,4.19,.281,1.35,7.4,4.0,1.2,1.8,8.6,4,3,2,0,0,5,14,5,1022,56,69,5,2,101,4.63,109,0.1
40075,SP,CURT BANKS,CURT,BANKS,,HOU,MLB,23,7,50,56,H,N,Humble,45,55,50,55,60,50,60,50,55,60,96-98,20,20,6,5,110.0,494,431,117,83,22,3,9,47,46,54,0,74,5,3.76,.309,1.55,6.1,4.4,0.7,1.4,4.0,1,2,6,0,1,10,0,0,1813,110,132,11,1,118,4.67,105,1.2
7136,SP,JASON BAREFIELD,JASON,BAREFIELD,,CHC,MLB,32,17,51,51,N,N,Normal,50,55,60,60,50,50,55,60,60,50,96-98,16,16,4,5,88.1,374,346,84,48,20,0,16,43,40,23,0,93,2,4.08,.285,1.21,9.5,2.3,1.6,4.0,18.7,0,2,2,1,1,4,0,0,1390,84,82,13,1,107,4.44,101,1.1
17402,SP,TILLMAN BARNES,TILLMAN,BARNES,,FLA,MLB,36,17,46,46,N,H,Normal,50,50,50,55,50,50,50,50,55,50,95-97,21,21,4,7,126.2,550,494,130,89,21,2,18,74,69,50,0,122,1,4.90,.314,1.42,8.7,3.6,1.3,2.4,13.1,2,3,6,0,0,10,0,0,2029,128,112,11,5,87,4.47,105,1.3
27125,SP,JACOB BARON,JACOB,BARON,,MIN,MLB,35,17,45,45,H,N,Captain,50,50,50,50,45,50,50,50,50,45,96-98,32,4,5,5,52.1,226,205,54,29,11,3,11,32,29,15,2,45,4,4.99,.285,1.32,7.7,2.6,1.9,3.0,13.3,0,2,6,1,0,3,1,0,832,46,60,8,2,88,5.33,121,-0.3
36082,SP,YASNIEL BARRAGAN,YASNIEL,BARRAGAN,,MIN,MLB,23,9,43,43,N,N,Normal,45,50,50,50,55,45,50,50,50,55,97-99,8,8,0,2,40.1,171,155,37,23,6,2,6,23,23,12,0,35,2,5.13,.270,1.21,7.8,2.7,1.3,2.9,13.5,1,1,1,0,0,3,0,0,642,39,45,8,0,85,4.58,104,0.4
23939,SP,JONNY BOS,JONNY,BOS,,MON,MLB,31,12,48,48,N,H,Normal,45,60,45,55,60,45,60,45,55,60,93-95,22,22,11,5,122.0,528,482,127,93,20,2,12,57,53,42,0,91,3,3.91,.303,1.39,6.7,3.1,0.9,2.2,9.3,0,1,7,1,0,13,0,0,1942,132,126,23,2,110,4.24,98,1.7
7942,SP,NEWLYN BOYLE,NEWLYN,BOYLE,,DET,MLB,30,11,50,50,H,N,Normal,45,55,55,55,60,45,55,55,55,60,93-95,21,21,10,5,118.1,492,449,100,66,19,4,11,47,38,41,0,96,0,2.89,.260,1.19,7.3,3.1,0.8,2.3,11.2,2,0,0,0,0,7,0,0,1792,132,116,4,6,150,3.97,91,2.1
16039,SP,LANCE BUCHANAN,LANCE,BUCHANAN,,ANA,MLB,34,19,67,67,H,N,Fan Fav,55,60,55,55,60,55,60,55,55,60,96-98,20,20,6,4,118.2,474,427,95,65,17,2,11,34,34,29,0,140,7,2.58,.296,1.04,10.6,2.2,0.8,4.8,23.4,3,8,4,0,0,7,0,0,1865,105,97,12,5,170,3.10,70,3.5
8266,SP,LOU BUCHANAN,LOU,BUCHANAN,,SF,MLB,32,17,44,44,H,N,Normal,50,50,60,55,50,50,50,60,55,50,93-95,20,20,8,6,112.0,469,423,98,60,22,3,13,58,55,35,0,98,7,4.42,.269,1.19,7.9,2.8,1.0,2.8,13.4,0,4,4,1,0,3,0,0,1721,93,137,10,0,96,4.23,99,1.5
40000,SP,DIEGO BUTANDA,DIEGO,BUTANDA,,NYM,MLB,21,5,43,50,L,L,Outspoken,60,50,45,55,45,70,50,45,55,50,96-98,13,13,2,3,51.0,221,193,47,27,10,1,9,30,30,27,0,60,1,5.29,.306,1.45,10.6,4.8,1.6,2.2,14.9,0,0,3,1,0,7,0,0,870,41,45,3,0,88,4.93,105,0.5
37508,SP,JEURYS CABRERA,JEURYS,CABRERA,,BAL,MLB,22,3,42,47,N,L,Selfish,45,50,50,55,50,60,50,50,55,50,92-94,16,13,4,2,73.0,304,280,70,52,9,0,9,29,29,20,0,59,1,3.58,.285,1.23,7.3,2.5,1.1,3.0,12.8,1,2,2,0,0,4,3,0,1103,72,80,6,2,124,4.19,94,1.1
40986,SP,MACERIO CARMONA,MACERIO,CARMONA,,COL,MLB,22,2,80,80,H,L,Outspoken,60,60,60,55,65,65,60,60,55,65,93-95,18,18,5,5,108.0,440,404,90,57,20,2,11,38,38,29,0,105,1,3.17,.271,1.10,8.8,2.4,0.9,3.6,17.3,2,4,4,0,0,3,0,0,1635,107,105,15,2,147,3.56,76,2.8
37638,SP,ASH CECE,ASH,CECE,,KCR,MLB,22,3,46,49,N,N,Normal,50,55,50,55,55,60,55,50,55,60,93-95,19,19,6,6,94.2,412,375,102,68,17,1,16,51,50,31,0,84,5,4.75,.312,1.40,8.0,2.9,1.5,2.7,12.9,0,1,6,0,0,5,0,0,1561,90,99,11,3,91,4.91,113,0.6
36108,SP,YUSNIEL CENICEROS,YUSNIEL,CENICEROS,,MIL,MLB,23,9,70,70,H,H,Normal,50,60,55,55,65,50,60,55,55,65,95-97,20,20,9,4,111.1,474,419,102,69,24,2,7,58,53,43,0,107,7,4.28,.307,1.30,8.6,3.5,0.6,2.5,13.5,1,4,4,0,0,6,0,0,1820,90,122,13,2,101,3.59,83,2.5
