ID,Name,First Name,Last Name,Mor,ORG,Lev,Age,EXP,OVR,POT,AD,WE,INT,CON,BABIP,GAP,POW,EYE,K's,HT P,CON P,GAP P,POW P,EYE P,K P,SPE,RUN,G,GS,PA,AB,H,1B,2B,3B,HR,RBI,R,BB,BB%,IBB,HP,SH,SF,CI,SO,SO%,GIDP,AVG,OBP,SLG,OPS+,BABIP,wRC+,WAR,PI/PA,SB,CS,BatR,UBR,BsR,ZR,EFF
37242,STEVE CAULFIELD,STEVE,CAULFIELD,,MIL,MLB,25,3,80,80,N,N,N,70,65,55,55,45,65,75,75,55,65,45,65,40,70,95,89,434,393,124,76,34,0,14,54,81,30,6.9,2,9,0,2,0,59,13.6,6,.316,.376,.509,140,.342,141,4.2,3.47,10,5,21.6,0.4,-1.2,5.3,1.073
26735,NOEL CHAMBI,NOEL,CHAMBI,,MIL,MLB,25,11,41,41,L,N,N,50,45,50,30,40,60,45,50,55,30,40,60,60,65,78,49,208,198,43,32,4,6,1,19,22,7,3.4,0,3,4,0,0,28,13.5,3,.217,.255,.313,55,.249,52,0.3,3.37,9,3,-11.8,-1.7,-1.6,7.3,1.075
2972,DYLAN CURBOW,DYLAN,CURBOW,,MIL,MLB,30,14,80,80,H,H,H,60,55,60,65,55,65,55,60,60,65,55,65,50,45,99,99,462,417,132,68,32,3,29,89,69,42,9.1,1,2,0,1,0,63,13.6,9,.317,.381,.616,168,.316,169,4.0,3.81,0,0,38.5,-3.5,-3.5,0.0,1.003
9380,HOWARD KONIECZNY,HOWARD,KONIECZNY,,MIL,MLB,27,11,47,49,H,N,N,50,45,55,55,50,60,45,55,55,55,55,60,20,25,68,46,213,181,52,28,14,0,10,35,31,26,12.2,6,3,0,3,0,28,13.1,5,.287,.380,.530,145,.288,134,1.9,3.69,2,0,8.8,0.7,0.4,0.8,.975
37371,JOHN MCCOY,JOHN,MCCOY,,MIL,MLB,23,7,43,43,N,N,L,55,45,55,45,40,60,45,55,55,45,40,60,50,50,85,71,249,235,60,42,9,3,6,26,25,9,3.6,1,4,0,1,0,35,14.1,4,.255,.293,.396,87,.277,85,0.9,3.53,0,0,-4.5,0.7,0.7,5.4,1.035
15945,CONOR MCGEE,CONOR,MCGEE,,MIL,MLB,25,9,44,44,N,N,N,45,45,55,35,50,50,45,45,55,35,50,50,70,75,87,68,264,238,48,29,14,3,2,23,31,19,7.2,1,5,6,2,0,57,21.6,2,.202,.273,.311,60,.254,58,0.3,3.63,21,5,-13.1,-1.6,0.2,4.6,1.032
30400,LEO MENDOZA,LEO,MENDOZA,,MIL,MLB,25,11,38,39,H,H,H,45,35,40,50,55,50,35,45,40,50,55,55,25,40,65,59,245,212,39,29,2,1,7,18,21,28,11.4,0,1,0,4,0,45,18.4,7,.184,.278,.302,60,.195,61,0.0,3.89,0,1,-11.4,-2.0,-3.3,-0.9,.975
37656,CORY MOSTELLER,CORY,MOSTELLER,,MIL,MLB,22,3,74,74,N,H,L,55,55,50,65,50,50,55,55,55,65,50,50,60,75,64,62,262,236,69,33,9,5,22,57,41,22,8.4,3,1,0,3,0,62,23.7,5,.292,.351,.653,167,.303,161,2.9,3.70,13,3,19.4,1.1,2.0,-0.8,1.010
35806,CHASE MOYER,CHASE,MOYER,,MIL,MLB,28,9,68,73,H,H,N,55,50,60,65,50,55,50,55,60,70,55,55,50,50,92,81,384,337,108,62,20,2,24,73,65,41,10.7,5,2,0,4,0,74,19.3,4,.320,.393,.605,169,.346,164,3.1,3.58,1,0,29.7,-0.9,-2.0,-3.5,.988
32374,ELIJAH PRADO,ELIJAH,PRADO,,MIL,MLB,25,8,45,52,N,N,L,45,55,65,60,45,40,55,50,65,60,50,45,50,50,77,62,268,249,48,24,11,1,12,30,28,18,6.7,4,1,0,0,0,92,34.3,8,.193,.250,.390,72,.248,64,-0.6,3.62,9,1,-11.5,0.2,1.4,-2.3,.970
19506,MICHAEL REICHERT,MICHAEL,REICHERT,,MIL,MLB,26,11,66,80,L,L,N,50,55,50,65,55,45,60,55,55,70,55,45,25,40,95,93,375,332,91,57,13,1,20,56,52,37,9.9,0,5,0,1,0,82,21.9,15,.274,.355,.500,132,.307,134,2.4,3.82,0,0,15.6,0.7,0.7,-0.0,1.001
16945,IGNATIUS SAYERS,IGNATIUS,SAYERS,,MIL,MLB,23,8,45,45,N,H,N,50,50,45,50,70,50,50,50,45,50,70,50,50,55,70,38,191,159,28,20,4,1,3,10,24,30,15.7,3,1,0,1,0,52,27.2,2,.176,.309,.270,62,.238,60,-0.4,4.20,10,0,-8.9,0.7,2.4,-1.9,.940
28073,JAKE SCHMIDT,JAKE,SCHMIDT,,MIL,MLB,33,14,80,80,N,H,N,60,50,50,55,80,60,50,60,50,55,80,60,30,25,81,69,326,264,68,41,10,0,17,45,50,55,16.9,0,3,0,4,0,47,14.4,9,.258,.387,.489,139,.250,142,2.5,4.11,0,0,16.6,-1.3,-1.3,-1.3,.977
18784,MATTHEW ARIKIAN,MATTHEW,ARIKIAN,,MIN,MLB,29,10,57,63,L,N,N,50,50,65,60,60,50,55,55,65,70,70,50,30,25,87,87,373,325,94,50,24,0,20,53,43,45,12.1,2,1,0,2,0,86,23.1,11,.289,.375,.548,146,.335,148,2.4,3.85,0,0,21.5,-0.3,-0.3,0.0,.000
34900,WAYNE BROBERG,WAYNE,BROBERG,,MIN,MLB,25,10,32,34,L,N,N,40,40,40,35,50,40,40,40,40,35,50,40,55,65,34,15,62,58,10,7,2,1,0,5,5,4,6.5,0,0,0,0,0,21,33.9,0,.172,.226,.241,27,.270,24,-0.2,3.56,4,0,-5.6,0.2,1.0,-0.1,.958
37614,JACKSON CUNNINGHAM,JACKSON,CUNNINGHAM,,MIN,MLB,22,7,48,77,N,L,N,55,50,65,50,55,55,60,65,70,60,55,60,60,70,89,89,384,340,79,45,21,1,12,45,35,40,10.4,4,2,0,2,0,71,18.5,8,.232,.315,.406,94,.259,92,1.1,3.77,16,5,-3.6,-0.7,-0.4,0.6,1.001
37071,KARL CUTSHAW,KARL,CUTSHAW,,MIN,MLB,21,3,44,45,N,H,N,55,55,45,40,50,55,55,55,50,45,50,60,55,50,9,9,34,29,11,7,3,1,0,8,6,4,11.8,0,1,0,0,0,5,14.7,0,.379,.471,.552,177,.458,184,0.3,3.21,0,0,3.4,-0.7,-0.7,-0.5,.914
35072,BERENGER GOETHALS,BERENGER,GOETHALS,,MIN,MLB,26,10,42,44,N,H,N,50,55,45,50,50,45,60,50,45,50,55,45,45,55,97,95,396,358,97,69,17,1,10,43,43,30,7.6,0,4,0,4,0,116,29.3,3,.271,.331,.408,99,.369,102,1.0,3.94,9,3,1.1,1.6,0.9,0.7,1.022
22633,JODY MANZANERO,JODY,MANZANERO,,MIN,MLB,27,10,35,36,N,N,N,45,45,45,50,50,45,45,45,45,50,50,45,40,45,18,15,62,56,13,11,2,0,0,5,5,4,6.5,0,1,0,1,0,17,27.4,0,.232,.290,.268,53,.325,54,-0.1,3.53,0,0,-3.4,-0.1,-0.1,-0.6,.975
9857,DWIGHT MOBLEY,DWIGHT,MOBLEY,,MIN,MLB,25,9,44,44,H,H,N,60,55,60,45,35,55,55,60,60,45,35,55,70,80,77,61,279,265,83,53,19,3,8,32,39,9,3.2,0,2,0,3,0,49,17.6,4,.313,.337,.498,123,.355,124,2.5,3.35,34,4,8.3,3.4,8.6,-1.5,.970
33237,ANTONINO NEGRETE,ANTONINO,NEGRETE,,MIN,MLB,21,3,44,45,N,H,H,60,55,65,40,40,65,55,65,65,40,40,75,80,40,88,88,358,336,91,61,22,5,3,37,30,15,4.2,2,2,0,5,1,51,14.2,5,.271,.302,.393,87,.307,83,0.5,3.42,9,6,-7.1,2.4,0.5,-0.1,1.001
34942,TOBE ODEN,TOBE,ODEN,,MIN,MLB,21,3,46,48,N,H,N,55,50,50,50,45,55,50,55,55,50,45,55,55,50,58,39,179,161,38,31,3,1,3,16,18,11,6.1,2,6,0,1,0,31,17.3,3,.236,.307,.323,72,.273,70,-0.2,3.47,8,2,-6.4,-1.1,-0.8,-1.0,.979
26071,NICK PATTERSON,NICK,PATTERSON,,MIN,MLB,27,8,44,47,N,N,N,50,60,65,50,45,45,60,55,65,55,55,45,45,60,26,26,110,101,27,13,9,0,5,20,8,9,8.2,0,0,0,0,0,25,22.7,0,.267,.327,.505,121,.310,124,0.6,3.72,0,0,3.3,-0.3,-0.3,0.8,1.059
12199,WESTON PERRINE,WESTON,PERRINE,,MIN,MLB,23,8,31,33,H,H,N,45,50,55,35,40,45,50,50,55,35,40,50,55,70,28,15,74,70,15,11,3,0,1,5,7,3,4.1,1,0,0,1,0,21,28.4,1,.214,.243,.300,46,.286,36,-0.4,3.99,4,1,-5.6,0.5,0.7,-1.3,.956
24553,JOSÉ PÉREZ,JOSÉ,PÉREZ,,MIN,MLB,23,7,45,45,N,N,N,55,55,55,50,45,55,55,55,55,50,45,55,50,55,69,49,229,214,58,35,13,3,7,23,28,10,4.4,0,2,0,3,0,34,14.8,4,.271,.306,.458,103,.290,103,0.4,3.31,3,1,1.0,-0.6,-1.1,-0.9,.979
24360,DARIUS RIVERA,DARIUS,RIVERA,,MIN,MLB,31,12,59,59,N,N,L,55,50,65,50,55,50,50,55,65,50,55,50,60,60,90,85,381,347,90,51,27,6,6,31,50,32,8.4,6,1,0,1,0,69,18.1,1,.259,.323,.424,100,.308,95,1.7,3.79,31,5,-2.1,2.0,5.9,1.0,.995
24835,DEAN RÉMILLARD,DEAN,RÉMILLARD,,MIN,MLB,31,13,46,46,N,N,N,55,50,60,40,45,65,50,55,60,40,45,65,65,60,87,81,362,341,96,64,20,6,6,37,45,16,4.4,1,4,0,1,1,56,15.5,5,.282,.320,.428,101,.321,101,1.4,3.69,13,2,0.7,1.1,2.1,-3.1,.957
34371,KYLE STEPHENSON,KYLE,STEPHENSON,,MIN,MLB,24,3,41,46,N,N,N,50,50,45,45,50,45,50,55,45,45,50,55,30,40,77,77,300,264,65,47,13,0,5,22,25,29,9.7,4,4,0,3,0,77,25.7,5,.246,.327,.352,85,.324,82,1.1,3.78,0,0,-6.3,-0.1,-0.1,1.2,1.072
35064,JOSÉ MARIA VILLEGAS,JOSÉ MARIA,VILLEGAS,,MIN,MLB,25,10,28,30,N,N,N,40,40,40,35,40,45,40,40,45,35,45,45,65,70,24,15,50,47,9,5,3,0,1,4,6,3,6.0,0,0,1,0,0,12,24.0,0,.191,.240,.319,50,.235,48,0.1,3.40,3,0,-3.1,0.6,1.2,0.8,1.052
32882,ELIJAH BABLER,ELIJAH,BABLER,,MON,MLB,27,9,69,76,N,H,H,55,65,55,60,50,45,65,60,60,65,60,45,35,35,58,58,257,233,79,48,16,0,15,56,41,16,6.2,1,6,0,2,0,66,25.7,3,.339,.393,.601,169,.416,169,3.0,3.67,0,0,21.4,-1.2,-1.2,2.2,.996
34968,TIMOTHY BARKER,TIMOTHY,BARKER,,MON,MLB,25,10,34,38,L,L,H,40,40,45,45,45,45,45,45,45,50,50,45,60,75,84,75,262,246,43,32,7,1,3,20,29,10,3.8,0,4,2,2,0,76,29.0,5,.175,.218,.248,28,.237,24,-1.6,3.87,11,6,-23.7,0.7,-0.3,-3.7,.989
29281,ALFREDO BENAVIDEZ,ALFREDO,BENAVIDEZ,,MON,MLB,25,11,42,43,L,L,H,45,45,40,55,55,55,45,50,40,55,60,55,25,25,60,49,210,186,53,32,6,0,15,40,28,23,11.0,0,0,0,1,0,34,16.2,6,.285,.362,.559,149,.275,150,1.1,3.86,0,0,12.7,-3.5,-3.5,-0.0,1.003
24999,ELIOT CENTENO,ELIOT,CENTENO,,MON,MLB,24,7,61,61,H,H,N,60,55,60,55,45,65,55,60,60,55,45,65,50,60,95,95,412,377,109,71,22,4,12,50,52,29,7.0,2,4,0,2,0,49,11.9,7,.289,.345,.464,120,.305,119,1.8,3.34,0,0,9.7,0.2,0.2,1.5,1.009
29957,PARKER COTÉ,PARKER,COTÉ,,MON,MLB,29,10,47,48,H,L,H,45,50,45,65,55,40,50,45,45,65,60,40,35,45,91,89,382,342,67,42,5,2,18,45,37,33,8.6,1,4,0,3,0,123,32.2,9,.196,.272,.380,77,.240,76,0.4,3.95,0,0,-10.9,0.2,0.2,2.4,1.036
7474,CLINT FAUL,CLINT,FAUL,,MON,MLB,29,11,45,45,N,H,N,55,55,50,50,60,50,55,55,50,50,65,50,30,20,66,51,232,199,49,31,8,0,10,23,34,30,12.9,0,3,0,0,0,42,18.1,4,.246,.353,.437,117,.265,120,0.6,4.00,0,0,5.8,-2.0,-2.0,-1.6,.931
21917,CRISTÓFOR GRIJALVA,CRISTÓFOR,GRIJALVA,,MON,MLB,22,7,45,48,N,H,N,45,45,50,60,50,50,45,50,55,60,50,55,55,65,21,16,74,66,18,9,2,0,7,16,14,7,9.5,0,1,0,0,0,13,17.6,0,.273,.351,.621,161,.239,162,0.7,3.30,0,0,5.5,0.9,0.9,0.0,.000
6034,LENNY HEGEL,LENNY,HEGEL,,MON,MLB,29,11,45,45,N,N,N,60,55,55,40,40,60,55,60,55,40,40,60,60,70,89,89,360,323,90,56,24,2,8,39,55,19,5.3,1,14,0,4,0,56,15.6,4,.279,.342,.440,114,.312,113,2.8,3.28,32,6,6.0,1.5,5.0,5.9,1.040
35491,GILDARDO LARES,GILDARDO,LARES,,MON,MLB,21,5,75,75,N,H,N,55,65,65,60,55,45,65,55,65,60,55,50,70,70,91,90,422,376,112,65,27,4,16,59,68,43,10.2,2,1,0,2,0,127,30.1,3,.298,.370,.519,141,.409,141,4.7,3.96,22,6,20.8,2.9,3.7,5.6,1.079
26668,BRENNAN MATA,BRENNAN,MATA,,MON,MLB,27,8,42,43,N,N,N,55,50,55,45,45,55,50,55,60,45,45,55,55,60,73,49,229,211,48,32,11,1,4,28,26,13,5.7,1,3,0,2,0,48,21.0,3,.227,.279,.346,71,.273,68,-0.2,3.53,0,0,-8.7,1.0,1.0,0.9,.989
25129,JOQUEL MEDINA,JOQUEL,MEDINA,,MON,MLB,23,7,44,44,H,H,H,60,50,45,50,40,70,50,60,45,50,40,70,20,25,44,39,161,153,56,48,7,0,1,16,15,6,3.7,2,1,0,1,0,19,11.8,5,.366,.391,.431,127,.410,124,1.4,3.14,0,0,4.7,0.6,0.6,0.4,.975
29849,RUBEN MIRON,RUBEN,MIRON,,MON,MLB,25,11,37,37,L,N,N,50,50,50,30,45,50,50,50,50,30,45,50,65,75,22,22,74,69,20,17,3,0,0,6,11,5,6.8,0,0,0,0,0,16,21.6,0,.290,.338,.333,86,.377,88,0.6,3.43,12,3,-1.0,-0.2,0.9,3.0,1.065
34913,LOGAN POSTELLE,LOGAN,POSTELLE,,MON,MLB,25,10,51,55,N,H,N,55,55,60,50,45,50,55,55,60,50,45,55,55,70,89,89,417,385,110,62,29,4,15,62,73,28,6.7,1,2,0,2,0,75,18.0,6,.286,.336,.499,126,.320,125,2.8,3.73,31,10,12.8,0.1,1.3,3.7,1.021
22163,TONY WARE,TONY,WARE,,MON,MLB,29,10,40,40,N,H,H,45,45,45,45,45,45,45,45,45,45,50,45,40,50,50,45,178,171,42,29,7,0,6,17,17,5,2.8,0,1,0,1,0,48,27.0,5,.246,.270,.392,79,.305,77,0.7,3.49,0,1,-4.8,0.3,-0.6,1.2,.731
14840,DAMIAN WELKER,DAMIAN,WELKER,,MON,MLB,33,14,42,42,L,N,L,55,60,50,40,55,45,60,55,50,40,55,45,25,25,20,18,70,62,13,8,3,0,2,11,11,7,10.0,0,0,0,1,0,15,21.4,2,.210,.286,.355,75,.239,75,0.2,3.70,0,0,-2.1,0.0,0.0,1.4,1.029
36248,NICOLAS ANGUIANO,NICOLAS,ANGUIANO,,NYM,MLB,24,9,42,42,N,H,N,50,50,50,45,45,55,50,50,50,45,45,55,70,80,63,61,253,235,62,46,13,0,3,23,21,15,5.9,3,3,0,0,0,53,20.9,8,.264,.316,.357,71,.330,73,-0.2,3.68,15,4,-8.0,-0.0,0.7,0.7,1.026
37121,ROBERTO ESPINOZA,ROBERTO,ESPINOZA,,NYM,MLB,22,3,48,48,N,L,H,60,60,45,50,55,50,60,60,45,50,55,50,35,45,86,84,375,320,92,70,14,0,8,47,43,42,11.2,0,8,0,5,1,86,22.9,12,.287,.379,.406,100,.364,113,1.8,3.91,0,0,6.1,0.2,0.2,-1.7,.984
8997,ROBERT HAWKINS,ROBERT,HAWKINS,,NYM,MLB,34,19,44,44,N,H,H,45,40,55,55,60,50,40,45,55,55,60,50,20,20,37,27,118,98,24,14,4,0,6,11,18,19,16.1,3,1,0,0,0,24,20.3,2,.245,.373,.469,112,.265,114,0.3,4.05,0,0,2.1,-0.6,-0.6,0.0,.000
13207,TROY JONES,TROY,JONES,,NYM,MLB,24,8,34,39,L,N,L,45,45,45,35,45,45,45,50,45,35,45,50,40,45,20,16,59,56,9,7,1,0,1,6,4,1,1.7,0,1,2,1,0,13,22.0,0,.161,.186,.232,6,.186,0,-0.5,3.58,0,0,-7.1,0.2,0.2,-0.4,.995
35000,KADEN MACLEOD,KADEN,MACLEOD,,NYM,MLB,25,10,39,43,N,L,N,45,45,55,30,50,45,45,50,55,30,50,50,75,80,90,90,405,352,80,50,25,5,0,33,51,49,12.1,0,2,2,2,0,121,29.9,6,.227,.323,.327,66,.343,75,2.4,3.96,57,6,-11.8,1.8,11.1,9.9,1.067
24780,ERNUDIS MAYA,ERNUDIS,MAYA,,NYM,MLB,22,7,68,68,N,N,N,55,50,60,60,50,70,50,60,60,60,50,70,50,45,45,44,190,166,49,22,14,4,9,36,34,13,6.8,0,7,0,4,0,19,10.0,4,.295,.363,.590,136,.282,147,0.9,3.42,1,1,10.8,-2.2,-3.0,0.0,.000
24367,ADRIÁN MORADO,ADRIÁN,MORADO,,NYM,MLB,22,7,43,45,H,N,L,50,45,60,50,45,55,50,55,60,50,45,55,45,45,8,3,23,21,4,4,0,0,0,3,3,1,4.3,0,1,0,0,0,5,21.7,1,.190,.261,.190,18,.250,21,-0.2,3.87,0,0,-2.2,0.1,0.1,-0.3,1.008
29412,RIC PEÑA,RIC,PEÑA,,NYM,MLB,24,3,29,31,N,H,H,45,45,45,30,40,50,45,50,45,30,40,55,25,25,31,25,91,86,21,16,5,0,0,5,8,5,5.5,0,0,3,0,0,23,25.3,0,.244,.286,.302,50,.333,54,0.4,3.87,0,0,-5.0,0.3,0.3,0.9,.975
35893,RUBEN PICASSO,RUBEN,PICASSO,,NYM,MLB,23,6,50,56,N,N,N,55,50,60,55,45,55,50,55,60,55,50,60,60,60,87,87,411,371,106,66,16,11,13,50,72,29,7.1,2,8,0,3,0,83,20.2,2,.286,.348,.493,116,.335,121,2.0,3.71,5,4,10.6,1.2,-0.9,2.1,1.043
8056,PARKER RICHTER,PARKER,RICHTER,,NYM,MLB,24,9,74,74,N,N,N,55,50,60,55,60,55,50,55,60,55,65,55,55,65,92,91,421,360,111,50,33,10,18,54,72,60,14.3,5,0,0,1,0,74,17.6,11,.308,.406,.606,152,.346,161,4.0,3.86,3,0,30.9,-4.4,-5.1,1.4,1.046
5695,ARMANDO SEGOVIA,ARMANDO,SEGOVIA,,NYM,MLB,25,9,47,47,H,N,N,50,50,45,50,50,50,50,50,45,50,50,50,20,25,49,49,192,166,56,38,10,0,8,26,23,23,12.0,1,2,0,1,0,39,20.3,5,.337,.422,.542,143,.400,157,2.6,3.77,0,0,13.1,-1.1,-1.1,0.1,1.137
34510,RONALDO TAVERAS,RONALDO,TAVERAS,,NYM,MLB,27,9,76,80,N,N,N,60,60,45,65,45,55,60,60,45,65,50,60,45,50,94,94,432,392,117,73,21,3,20,76,65,27,6.2,9,6,0,7,0,74,17.1,8,.298,.347,.520,116,.318,117,1.7,3.55,0,0,8.8,1.0,1.0,-0.2,.976
6014,BILL VATH,BILL,VATH,,NYM,MLB,24,9,61,61,N,N,L,60,55,55,50,45,60,55,60,55,50,45,60,45,45,90,90,404,369,116,59,41,4,12,61,65,27,6.7,3,6,0,2,0,64,15.8,13,.314,.369,.545,127,.353,137,4.0,3.53,3,0,18.3,0.7,0.2,6.4,1.053
8496,CHASE WEEKS,CHASE,WEEKS,,NYM,MLB,24,9,43,43,L,L,L,50,55,45,40,35,45,55,50,45,40,35,45,30,35,91,91,354,338,79,59,15,1,4,41,34,9,2.5,2,3,3,4,1,89,25.1,9,.234,.257,.320,45,.301,43,-0.1,3.47,2,0,-23.8,-0.3,-0.8,7.8,1.048
8104,WAYNE ADAMS,WAYNE,ADAMS,,NYY,MLB,37,22,42,42,N,N,N,40,40,55,60,50,45,40,40,55,60,50,45,50,65,32,9,57,53,10,6,3,0,1,6,4,4,7.0,0,0,0,0,1,13,22.8,0,.189,.246,.302,49,.231,47,-0.3,3.72,1,0,-3.6,0.0,0.1,-0.0,.951
32387,ALBERTO BARRAZA,ALBERTO,BARRAZA,,NYY,MLB,24,8,40,49,N,N,N,50,50,55,45,45,50,50,55,60,55,45,60,55,60,24,16,79,73,19,13,4,1,1,10,4,5,6.3,0,1,0,0,0,20,25.3,2,.260,.316,.384,90,.346,92,0.0,3.72,1,2,-0.7,-0.0,-1.0,0.1,.961
36864,MILTON BRENDER,MILTON,BRENDER,,NYY,MLB,26,3,43,43,N,N,N,50,50,45,55,45,50,50,50,45,55,45,50,25,45,17,12,56,47,10,5,2,0,3,9,5,8,14.3,0,1,0,0,0,12,21.4,0,.213,.339,.447,112,.219,117,0.4,3.75,0,1,1.2,-1.3,-1.9,0.4,.975
32643,ELIJAH GLICKMAN,ELIJAH,GLICKMAN,,NYY,MLB,29,13,59,63,H,H,N,45,50,55,65,55,45,55,50,60,70,55,50,40,50,98,89,411,355,100,59,12,1,28,68,65,48,11.7,4,3,0,5,1,103,25.1,9,.282,.367,.558,148,.314,145,2.7,3.96,9,1,22.4,-0.1,0.2,-0.4,.936
34755,ISAAC JAKAITIS,ISAAC,JAKAITIS,,NYY,MLB,30,11,47,47,H,H,N,45,60,45,60,55,35,60,45,45,60,55,35,25,25,75,63,272,236,57,36,10,1,10,30,25,28,10.3,3,7,0,1,0,101,37.1,4,.242,.338,.419,105,.373,104,0.5,4.01,0,1,1.6,0.1,-1.3,-0.1,1.003
27277,GERALD MOLINARI,GERALD,MOLINARI,,NYY,MLB,29,10,45,47,N,N,N,50,50,55,35,55,55,50,55,55,40,75,55,60,60,68,57,263,234,61,44,14,1,2,21,37,25,9.5,0,4,1,0,0,56,21.3,7,.261,.342,.355,91,.335,96,0.7,3.86,4,0,-1.2,-1.0,-1.0,1.5,1.022
36065,HUGO PALAFOX,HUGO,PALAFOX,,NYY,MLB,25,3,80,80,N,H,N,60,55,55,60,55,65,60,65,55,60,55,65,30,70,90,90,413,359,121,78,18,0,25,73,65,40,9.7,4,13,0,1,0,46,11.1,19,.337,.421,.596,173,.332,174,6.1,3.70,7,1,37.0,0.6,0.0,8.4,1.063
29158,PASQUALINO PINO,PASQUALINO,PINO,,NYY,MLB,29,12,44,44,L,N,N,40,45,45,60,65,35,45,40,45,60,65,35,35,40,87,87,358,301,67,41,8,2,16,52,47,50,14.0,0,5,0,2,0,114,31.8,12,.223,.341,.422,107,.295,111,1.8,4.15,0,0,5.0,0.4,0.4,-0.2,.992
37693,REED RICHEY,REED,RICHEY,,NYY,MLB,23,7,57,57,N,N,L,50,65,55,60,60,40,65,50,55,60,60,40,50,55,94,91,418,360,90,58,7,0,25,57,55,54,12.9,4,2,0,2,0,125,29.9,7,.250,.349,.478,123,.307,122,1.3,4.07,7,1,11.2,1.5,1.2,-7.3,.931
5332,JON SANDEZ,JON,SANDEZ,,NYY,MLB,27,12,37,38,N,N,N,50,45,55,30,40,55,45,50,55,30,40,55,70,80,82,72,240,227,53,45,7,1,0,14,28,9,3.8,0,4,3,0,0,39,16.2,2,.233,.275,.273,51,.282,50,0.5,3.25,15,3,-14.2,1.4,2.7,8.2,1.062
19198,HYEONG-SOON SHIM,HYEONG-SOON,SHIM,,NYY,MLB,27,5,46,50,H,H,H,45,65,35,50,55,30,65,45,35,55,55,35,25,30,74,71,287,239,56,44,4,0,8,32,35,38,13.2,1,8,0,2,0,100,34.8,5,.234,.355,.351,95,.361,100,2.2,4.18,0,0,0.2,-1.4,-1.4,1.3,1.191
32217,SU-CHAN SOHN,SU-CHAN,SOHN,,NYY,MLB,27,9,49,49,H,H,N,55,55,65,55,50,50,55,55,65,55,50,50,45,50,57,50,234,216,67,35,14,2,16,44,43,12,5.1,0,4,0,2,0,49,20.9,3,.310,.355,.616,157,.333,160,2.3,3.63,3,0,17.0,-0.5,-0.5,2.4,1.038
35207,KEISABURO TAKETA,KEISABURO,TAKETA,,NYY,MLB,21,3,45,68,N,H,N,60,55,60,35,40,60,55,70,75,35,45,75,75,75,38,26,144,136,41,29,12,0,0,8,28,4,2.8,1,3,0,1,0,28,19.4,0,.301,.333,.390,97,.376,95,0.4,3.47,11,2,-0.8,0.3,1.4,-1.7,.940
38942,BRAM VAN DER HORST,BRAM,VAN DER HORST,,NYY,MLB,22,7,23,44,H,N,N,40,30,50,30,35,50,45,50,50,30,45,55,60,70,90,75,254,246,47,34,11,1,1,18,28,2,0.8,0,5,4,1,0,65,25.6,0,.191,.213,.256,27,.254,22,-0.3,3.46,6,2,-23.6,0.6,0.5,9.0,1.071
39144,MATT WATSON,MATT,WATSON,,NYY,MLB,25,6,42,46,H,N,N,35,30,40,65,65,45,30,40,40,70,65,50,40,55,84,55,273,228,43,15,5,0,23,54,38,40,14.7,0,5,0,0,0,75,27.5,8,.189,.322,.513,123,.154,126,1.3,4.10,0,0,8.6,-1.2,-1.2,-5.1,.936
16327,SIMON BECERRA,SIMON,BECERRA,,OAK,MLB,33,18,37,37,N,N,N,50,45,50,35,50,50,45,50,50,35,50,50,75,80,19,19,82,78,20,15,3,1,1,7,10,4,4.9,0,0,0,0,0,15,18.3,2,.256,.293,.359,73,.306,74,0.2,3.71,6,0,-2.5,0.3,1.5,0.1,1.052
32683,BRANTLEY BLASS,BRANTLEY,BLASS,,OAK,MLB,29,13,24,24,L,N,N,40,35,40,35,50,45,40,40,40,35,50,45,35,25,78,76,285,261,44,32,7,0,5,16,19,17,6.0,1,5,0,2,0,72,25.3,4,.169,.232,.253,30,.210,27,-1.3,3.81,1,0,-24.6,-3.1,-3.6,4.8,1.051
24838,TREVOR BRACEY,TREVOR,BRACEY,,OAK,MLB,27,8,48,50,N,H,N,50,50,55,55,55,50,50,50,55,55,60,50,20,25,63,60,269,239,53,33,10,0,10,33,33,26,9.7,2,2,0,2,0,74,27.5,3,.222,.301,.389,86,.274,84,-0.2,3.81,0,0,-4.9,-1.9,-1.9,1.1,1.015
30965,CHARLIE CALDERA,CHARLIE,CALDERA,,OAK,MLB,32,16,35,35,N,N,N,45,40,50,45,45,65,40,45,50,45,45,65,65,75,52,38,164,154,46,27,16,0,3,22,25,6,3.7,0,4,0,0,0,17,10.4,2,.299,.341,.461,112,.321,117,1.1,3.16,13,1,3.5,0.8,2.9,-1.0,1.008
12890,ODYSSEO ESCOBEDO,ODYSSEO,ESCOBEDO,,OAK,MLB,26,11,34,37,N,L,N,35,40,40,50,55,35,40,40,40,50,60,35,45,45,52,52,197,167,34,23,3,0,8,26,26,30,15.2,3,0,0,0,0,74,37.6,0,.204,.325,.365,84,.306,84,0.4,4.25,0,0,-3.6,0.5,0.5,-2.3,1.006
28055,RYAN FOLK,RYAN,FOLK,,OAK,MLB,30,12,38,38,N,N,N,45,50,40,45,55,45,50,45,40,45,55,45,20,20,52,47,194,166,41,37,3,0,1,14,21,25,12.9,1,0,0,3,0,58,29.9,2,.247,.340,.283,70,.364,74,0.4,3.98,0,0,-5.9,-2.1,-2.1,-0.5,.835
