ID,RL,Name,Mor,ORG,Lev,Age,EXP,OVR,POT,WE,INT,Type,STU,MOV,CON,PBABIP,HRR,STU P,MOV P,CON P,PBABIP P,HRR P,VELO,G,GS,W,L,IP,BF,AB,HA,1B,2B,3B,HR,R,ER,BB,IBB,K,HP,ERA,BABIP,WHIP,K/9,BB/9,HR/9,K/BB,K%-BB%,SH,SF,WP,BK,CI,DP,IR,IRS,PI,GB,FB,SB,CS,ERA+,FIP,FIP-,WAR
129511,RP,RICARDO SANDOVAL,,MIA,MLB,26,6,,,N,L,Normal,55,50,55,55,45,60,50,55,55,45,95-97,53,0,6,3,73.0,322,292,80,56,12,2,10,44,42,29,1,70,0,5.18,.329,1.49,8.6,3.6,1.2,2.4,12.7,0,1,3,2,0,3,39,13,1192,65,74,4,4,87,3.88,86,0.8
135160,RP,PATRICK SCHMIDT,,SD,MLB,26,11,,,N,N,Normal,55,50,50,55,50,55,50,50,55,50,94-96,59,0,4,5,60.2,251,222,50,29,9,0,12,25,24,26,2,48,1,3.56,.235,1.25,7.1,3.9,1.8,1.8,8.8,1,0,0,0,1,4,31,3,919,41,83,1,5,123,5.09,116,-0.4
125944,RP,WILL SCHOCK,,TEX,MLB,23,8,,,N,N,Normal,70,55,50,60,50,75,55,50,60,55,96-98,57,1,9,5,75.1,333,281,62,41,10,0,11,37,37,43,1,66,5,4.42,.246,1.39,7.9,5.1,1.3,1.5,6.9,1,3,5,0,0,6,19,2,1256,79,74,13,1,101,4.88,109,-0.1
118443,RP,ACA SESELY,,DET,MLB,32,16,,,N,L,Normal,50,50,65,55,50,50,50,65,55,50,92-94,38,21,3,9,133.1,580,528,142,88,22,2,30,78,74,45,2,97,1,4.99,.277,1.40,6.5,3.0,2.0,2.2,9.0,2,4,4,0,0,7,20,10,2132,107,184,19,3,91,5.32,116,0.4
116296,RP,RALPH SHARPE,,MON,MLB,39,25,,,H,N,Normal,50,55,60,60,55,50,55,60,60,55,92-94,34,0,5,4,78.1,340,311,86,52,20,3,11,50,49,20,0,51,2,5.63,.294,1.35,5.9,2.3,1.3,2.5,9.1,1,6,1,0,0,2,23,4,1238,85,94,7,1,79,4.23,94,0.5
130251,RP,WILSON SIMMONS,,DET,MLB,30,15,,,N,N,Normal,50,60,55,55,65,50,60,55,55,65,92-94,71,0,4,7,80.0,367,319,84,60,13,1,10,51,48,39,2,45,6,5.40,.278,1.54,5.1,4.4,1.1,1.2,1.6,1,2,4,0,0,8,39,12,1307,85,98,14,3,84,4.98,109,-0.2
124258,RP,DAVE SMITH,,-,-,28,9,,,H,L,Normal,45,55,50,55,60,60,60,50,55,60,92-94,15,0,1,2,19.0,97,75,21,13,2,1,5,15,11,20,0,11,1,5.21,.267,2.16,5.2,9.5,2.4,0.6,-9.3,0,1,0,0,0,3,10,5,356,18,24,0,1,87,8.44,185,-0.7
124030,RP,DAVE SMITH,,SF,MLB,28,8,,,H,N,Normal,60,50,30,50,50,70,55,30,50,55,93-95,36,0,5,0,65.2,304,254,62,44,8,0,10,42,37,45,0,52,2,5.07,.267,1.63,7.1,6.2,1.4,1.2,2.3,0,3,2,0,0,7,24,6,1153,71,65,7,1,87,5.41,122,-0.5
126741,RP,JASON SMITH,,CLE,MLB,23,7,,,N,H,Normal,60,55,55,55,55,70,55,55,55,55,96-98,53,0,4,9,63.0,311,262,79,54,13,0,12,55,53,43,12,45,3,7.57,.325,1.94,6.4,6.1,1.7,1.0,0.6,2,1,4,1,0,5,41,16,1154,69,70,10,0,58,5.53,125,-0.8
126690,RP,MARVIN SMITH,,PIT,MLB,23,6,,,N,N,Normal,80,55,60,60,50,80,55,60,60,50,98-100,67,0,9,7,108.1,440,390,80,53,11,0,16,45,42,40,0,137,6,3.49,.267,1.11,11.4,3.3,1.3,3.4,22.0,0,3,2,0,1,10,53,14,1776,79,94,7,2,131,3.53,76,1.9
130843,RP,STEVE SMITH,,LAD,MLB,32,14,,,H,H,Selfish,50,55,55,55,55,50,55,55,55,55,93-95,33,0,1,1,89.0,386,339,84,52,19,0,13,51,47,40,1,57,2,4.75,.259,1.39,5.8,4.0,1.3,1.4,4.4,0,5,2,0,0,4,27,12,1401,85,115,7,2,94,4.86,109,-0.1
127479,RP,WILFRED SMITH,,MIA,MLB,27,7,,,N,N,Normal,55,50,50,55,45,60,50,50,55,45,94-96,37,1,3,1,67.1,319,275,80,45,17,1,17,52,47,39,0,56,3,6.28,.309,1.77,7.5,5.2,2.3,1.4,5.3,0,2,5,0,0,4,30,12,1183,74,66,8,0,71,6.35,141,-1.1
120156,RP,JOSÉ SOLÍS,,TEX,MLB,24,8,,,N,N,Normal,50,50,60,55,50,55,50,65,55,50,92-94,36,0,1,4,55.2,232,214,54,33,12,0,9,27,24,16,0,43,1,3.88,.276,1.26,7.0,2.6,1.5,2.7,11.6,0,1,3,2,0,4,32,10,867,50,67,5,1,115,4.34,97,0.3
127671,RP,ALEX STANTON,,SD,MLB,26,6,,,H,N,Normal,60,55,50,55,60,65,60,50,55,60,95-97,49,0,3,3,80.0,361,313,87,63,11,1,12,43,42,42,0,69,5,4.72,.322,1.61,7.8,4.7,1.4,1.6,7.5,0,1,1,0,0,5,38,14,1377,73,84,10,1,93,4.85,110,-0.2
128473,RP,ROMAN STEFANUT,,CHC,MLB,23,7,,,H,H,Fan Fav,75,55,55,55,60,75,55,55,55,60,98-100,89,0,4,7,125.1,567,495,128,83,24,1,20,82,74,64,7,118,6,5.31,.302,1.53,8.5,4.6,1.4,1.8,9.5,1,1,4,0,0,9,25,7,2086,113,131,8,1,85,4.56,101,0.4
132509,RP,MAX STEVENS,,PHI,MLB,26,5,,,N,H,Normal,55,50,65,55,50,65,50,65,55,50,95-97,52,0,3,5,82.0,348,313,72,33,21,2,16,41,39,30,4,64,1,4.28,.236,1.24,7.0,3.3,1.8,2.1,9.8,0,4,2,1,0,2,35,12,1226,70,109,10,0,106,4.83,106,0.0
125693,RP,JOE STOVER,,PIT,MLB,22,7,,,H,H,Sparkplug,60,60,50,60,60,75,60,50,60,60,97-99,55,0,2,6,56.0,252,224,65,52,7,1,5,21,21,22,4,43,4,3.38,.339,1.55,6.9,3.5,0.8,2.0,8.3,1,1,2,1,0,8,16,5,960,60,57,3,1,136,3.67,79,1.1
130172,RP,LARRY SUTTON,,SD,MLB,30,15,,,N,N,Normal,60,50,60,55,50,60,50,60,55,50,92-94,30,0,1,3,62.1,256,228,49,30,12,0,7,25,24,23,0,65,3,3.47,.266,1.16,9.4,3.3,1.0,2.8,16.4,0,2,0,0,0,5,22,3,993,59,55,2,1,126,3.49,79,0.9
132290,RP,ROBERTO SUÁREZ,,SF,MLB,27,11,,,H,N,Normal,60,40,45,55,35,65,40,45,55,35,96-98,35,0,4,1,62.1,282,247,68,36,9,0,23,49,45,29,1,55,2,6.50,.260,1.56,7.9,4.2,3.3,1.9,9.2,0,4,1,0,0,7,35,8,1066,56,68,3,1,68,7.34,166,-1.8
130241,RP,CARLOS SÁNCHEZ,,MIL,MLB,29,15,,,L,L,Unmotivated,55,55,50,55,60,60,60,50,55,60,93-95,40,0,2,1,67.0,279,248,56,39,9,0,8,27,24,25,0,45,2,3.22,.241,1.21,6.0,3.4,1.1,1.8,7.2,0,4,1,0,0,10,25,2,1029,81,65,1,0,139,4.28,95,0.4
129112,RP,JOHN TALLEY,,OAK,MLB,27,7,,,N,N,Normal,55,55,50,55,50,55,55,50,55,50,93-95,46,0,3,1,64.1,299,253,68,39,13,3,13,44,39,38,1,46,4,5.46,.279,1.65,6.4,5.3,1.8,1.2,2.7,0,3,4,0,1,6,30,9,1080,57,82,1,0,82,5.97,133,-0.9
128282,RP,MARTIN TATE,,MIL,MLB,23,7,,,H,L,Outspoken,75,50,55,60,50,80,50,55,60,50,96-98,56,0,2,5,66.0,265,238,47,32,7,2,6,22,22,23,1,62,3,3.00,.240,1.06,8.5,3.1,0.8,2.7,14.7,0,1,2,0,0,6,25,3,1029,59,71,1,0,149,3.30,73,1.4
129455,RP,JOHN TAYLOR,,LAD,MLB,24,7,,,H,H,Sparkplug,65,55,50,55,50,80,55,50,55,50,95-97,9,0,1,1,12.0,59,51,16,12,2,0,2,12,12,6,0,7,1,9.00,.333,1.83,5.2,4.5,1.5,1.2,1.7,1,0,2,0,0,0,8,1,208,13,16,0,0,50,5.61,125,-0.1
122833,RP,JEFFREY THOMAS,,NYM,MLB,25,10,,,H,N,Normal,45,55,65,55,60,45,55,65,55,60,93-95,2,0,0,0,3.2,20,18,7,3,3,0,1,6,6,2,0,1,0,14.73,.375,2.45,2.5,4.9,2.5,0.5,-5.0,0,0,0,0,0,0,1,0,80,6,4,0,0,29,7.50,173,-0.1
133913,RP,MARK THOMPSON,,CLE,MLB,27,12,,,L,N,Normal,55,60,45,55,60,55,60,45,55,60,96-98,44,0,4,1,65.0,285,234,51,41,9,0,1,25,22,42,3,35,6,3.05,.250,1.43,4.8,5.8,0.1,0.8,-2.5,0,2,5,0,1,9,27,8,1095,75,73,4,0,144,4.06,92,0.5
130451,RP,MARTY UNDERWOOD,,MIL,MLB,22,5,,,N,H,Normal,60,50,50,50,55,60,50,50,50,55,96-98,33,0,4,1,44.2,194,171,42,29,2,0,11,27,25,22,0,32,0,5.04,.240,1.43,6.4,4.4,2.2,1.5,5.2,0,1,1,0,0,7,24,7,781,47,47,2,1,89,6.11,136,-0.7
130456,RP,JORGE VÁZQUEZ,,PHI,MLB,25,9,,,N,N,Normal,55,55,60,55,55,55,55,60,55,60,93-95,6,0,1,0,9.0,43,37,9,6,0,0,3,6,6,6,0,7,0,6.00,.222,1.67,7.0,6.0,3.0,1.2,2.3,0,0,0,1,0,0,1,0,162,8,12,0,0,76,7.64,168,-0.3
129988,RP,DALE WILLIAMS,,ARI,MLB,24,5,,,H,N,Normal,45,50,55,50,50,45,50,55,50,50,91-93,2,0,0,0,5.2,23,21,6,6,0,0,0,2,2,1,0,1,1,3.18,.300,1.24,1.6,1.6,0.0,1.0,0.0,0,0,0,0,0,1,2,0,80,10,4,0,0,143,3.57,78,0.1
122128,RP,CARL WILLIS,,PIT,MLB,24,9,,,H,N,Normal,50,55,50,55,55,55,55,50,55,55,93-95,33,27,12,8,151.2,682,595,157,115,19,4,19,90,85,74,0,92,8,5.04,.284,1.52,5.5,4.4,1.1,1.2,2.6,3,2,3,1,0,10,7,0,2548,158,187,24,6,91,4.90,106,1.4
134366,RP,VIC WILSON,,BOS,MLB,21,4,,,N,N,Humble,55,60,70,55,70,55,60,75,55,70,89-91,38,0,4,1,46.1,180,167,36,25,8,0,3,7,6,11,0,29,0,1.17,.243,1.01,5.6,2.1,0.6,2.6,10.0,1,1,1,0,0,4,33,8,678,55,48,4,2,391,3.17,69,1.2
134064,RP,BRENNAN WINDER,,CHC,MLB,27,12,,,N,N,Normal,55,55,45,55,55,60,55,45,55,55,96-98,74,0,3,5,90.0,415,349,95,59,15,0,21,52,51,54,5,64,4,5.10,.276,1.66,6.4,5.4,2.1,1.2,2.4,4,4,7,1,0,9,64,23,1508,99,95,8,0,89,6.24,138,-1.5
125889,RP,ANDY WOLFE,,NYM,MLB,22,7,,,N,H,Normal,65,50,55,50,50,65,50,55,50,50,94-96,29,0,2,1,47.1,197,177,42,26,7,0,9,22,21,16,0,35,1,3.99,.243,1.23,6.7,3.0,1.7,2.2,9.6,0,3,1,1,0,1,15,1,745,49,53,6,2,108,4.93,114,-0.2
124452,RP,TIM WOOD,,TBA,MLB,22,6,,,N,L,Normal,60,55,50,55,55,80,55,50,55,55,95-97,11,0,2,1,21.0,82,73,15,9,3,0,3,6,6,8,1,12,0,2.57,.203,1.10,5.1,3.4,1.3,1.5,4.9,0,1,0,0,0,2,10,3,269,19,28,1,0,171,4.58,103,0.0
130702,RP,YUGORO YASUDA,,DET,MLB,25,9,,,N,N,Outspoken,75,50,50,55,45,80,50,50,55,45,96-98,19,0,1,0,25.2,102,89,16,7,2,0,7,11,11,12,0,20,0,3.86,.143,1.09,7.0,4.2,2.5,1.7,7.8,0,1,2,0,0,1,15,2,364,29,25,0,1,118,6.25,137,-0.4
125550,RP,KEITH ZABLAN,,STL,MLB,23,7,,,L,N,Unmotivated,70,50,65,60,45,70,50,65,60,45,96-98,12,0,3,1,19.0,79,71,15,9,3,0,3,5,5,8,0,14,0,2.37,.222,1.21,6.6,3.8,1.4,1.8,7.6,0,0,0,0,0,1,7,2,302,22,19,0,0,187,4.71,106,0.0
120080,RP,PABLO ÁVILA,,MIN,MLB,24,8,,,N,N,Normal,65,50,40,55,50,70,50,40,55,50,97-99,1,0,0,0,0.2,2,2,0,0,0,0,0,0,0,0,0,1,0,0.00,.000,0.00,13.5,0.0,0.0,0.0,50.0,0,0,0,0,0,0,0,0,9,1,0,0,0,999,0.20,5,0.0
118432,SP,LEONARDO ACEVEDO,,TOR,MLB,31,16,,,N,N,Normal,45,55,60,55,60,45,55,60,55,60,92-94,32,2,14,11,188.1,814,742,203,149,25,1,28,100,91,58,2,102,5,4.35,.283,1.39,4.9,2.8,1.3,1.8,5.4,3,6,15,1,0,15,25,11,2929,218,221,18,2,104,4.69,104,0.6
129905,SP,BUBBA ACKERMANN,,PIT,MLB,25,7,,,H,N,Fan Fav,65,60,55,60,60,65,60,55,60,60,96-98,33,33,6,11,165.1,737,654,178,118,30,0,30,112,107,73,0,132,2,5.82,.297,1.52,7.2,4.0,1.6,1.8,8.0,2,6,3,1,0,10,0,0,2794,166,180,12,6,79,4.99,108,1.5
132135,SP,MIKE ALEXANDER,,MIA,MLB,25,5,,,H,N,Sparkplug,55,55,45,55,55,55,55,45,55,55,94-96,32,32,9,11,169.0,763,654,183,125,37,1,20,97,97,98,0,139,3,5.17,.326,1.66,7.4,5.2,1.1,1.4,5.4,3,5,9,1,0,24,0,0,2775,178,157,14,5,87,4.55,101,2.1
125634,SP,ALBERT ALFONSO,,MIL,MLB,21,6,,,N,N,Normal,50,60,60,55,65,50,60,60,55,65,96-98,30,30,13,11,162.2,691,635,168,114,25,3,26,86,82,48,0,97,3,4.54,.275,1.33,5.4,2.7,1.4,2.0,7.1,1,4,7,1,0,13,0,0,2536,185,185,9,1,98,4.69,104,1.8
120190,SP,DAVE ALLEN,,PIT,MLB,24,8,,,N,N,Normal,55,55,50,55,55,55,55,50,55,55,95-97,30,15,3,4,91.0,428,370,105,68,16,1,20,59,57,54,1,68,3,5.64,.300,1.75,6.7,5.3,2.0,1.3,3.3,0,1,6,1,0,4,12,2,1625,85,112,11,2,81,6.07,132,-0.5
129426,SP,ANTÓNIO AMADOR,,DET,MLB,24,7,,,H,H,Sparkplug,55,55,55,60,55,60,55,55,60,55,94-96,42,17,7,12,128.0,538,498,126,82,24,3,17,68,65,33,1,84,2,4.57,.272,1.24,5.9,2.3,1.2,2.5,9.5,1,4,1,1,0,12,7,3,1946,137,150,12,2,100,4.08,89,2.0
122477,SP,TONY ARTHUR,,HOU,MLB,25,10,,,N,N,Normal,55,50,45,50,50,55,50,45,50,50,96-98,39,25,8,12,129.2,570,484,116,84,13,2,17,75,65,73,0,82,8,4.51,.254,1.46,5.7,5.1,1.2,1.1,1.6,0,5,4,0,0,16,8,2,2154,139,144,21,3,99,5.18,115,0.5
132645,SP,CHARLES BAILEY,,TBA,MLB,28,13,,,N,N,Normal,45,50,65,50,50,50,50,65,50,50,95-97,31,31,8,11,174.2,731,678,178,108,38,6,26,102,95,46,0,107,2,4.90,.276,1.28,5.5,2.4,1.3,2.3,8.3,0,5,5,2,0,16,0,0,2723,206,186,13,6,90,4.40,99,2.3
136436,SP,SERGIO BARAJAS,,SD,MLB,23,6,,,L,N,Disruptive,60,55,55,55,55,65,55,55,55,55,96-98,33,33,11,11,197.2,827,744,180,120,32,2,26,98,91,68,0,152,5,4.14,.269,1.25,6.9,3.1,1.2,2.2,10.2,4,6,7,1,0,20,0,0,2976,197,214,15,3,106,4.14,94,3.2
120408,SP,RON BEATIN,,TBA,MLB,23,8,,,H,H,Fan Fav,70,60,55,60,55,70,60,55,60,55,96-98,22,22,4,8,108.1,503,432,114,77,29,0,8,75,62,61,4,99,4,5.15,.323,1.62,8.2,5.1,0.7,1.6,7.6,2,3,4,0,1,8,0,0,1904,108,108,6,1,86,3.69,83,2.4
125614,SP,LARRY BEAUPRE,,SEA,MLB,22,7,,,H,N,Normal,65,65,65,65,65,65,70,65,65,75,95-97,27,27,10,6,145.2,614,559,138,96,28,0,14,59,55,47,0,117,2,3.40,.286,1.27,7.2,2.9,0.9,2.5,11.4,1,5,2,1,0,13,0,0,2288,136,167,15,2,131,3.52,79,3.6
125919,SP,JEFFREY BECKER,,HOU,MLB,22,7,,,N,N,Outspoken,60,55,60,55,55,60,55,60,55,55,96-98,32,32,4,9,138.1,575,519,124,83,21,1,19,62,61,49,0,109,1,3.97,.264,1.25,7.1,3.2,1.2,2.2,10.4,0,6,4,1,0,10,0,0,2114,156,133,7,2,113,4.16,93,2.4
132560,SP,CLEMENT BIBBS,,CHC,MLB,29,13,,,H,N,Fan Fav,45,50,65,55,50,45,50,65,55,50,93-95,26,26,4,9,128.2,567,518,145,100,20,1,24,78,76,44,1,76,3,5.32,.288,1.47,5.3,3.1,1.7,1.7,5.6,0,2,1,0,0,11,0,0,2088,152,143,24,4,85,5.18,114,0.8
121510,SP,DERRICK BOEHLING,,TBA,MLB,24,9,,,N,N,Normal,50,50,50,55,50,60,50,50,55,50,97-99,2,2,0,1,8.1,38,35,12,10,1,0,1,8,8,3,0,8,0,8.64,.423,1.80,8.6,3.2,1.1,2.7,13.2,0,0,0,0,0,0,0,0,150,5,10,2,0,51,3.58,81,0.2
125750,SP,LOU BOYER,,CLE,MLB,22,7,,,H,H,Normal,50,60,55,60,65,55,65,55,60,65,96-98,33,33,9,9,179.2,779,690,178,123,36,2,17,99,98,76,2,123,4,4.91,.290,1.41,6.2,3.8,0.9,1.6,6.0,4,5,10,0,0,13,0,0,2921,192,201,19,8,90,4.03,91,3.2
127359,SP,MARTIN BRADY,,KC,MLB,24,7,,,N,N,Normal,55,55,45,55,55,55,55,45,55,55,95-97,31,31,7,14,147.0,660,577,164,104,28,4,28,109,102,71,0,110,5,6.24,.307,1.60,6.7,4.3,1.7,1.5,5.9,3,4,11,3,0,15,0,0,2413,149,159,14,3,73,5.40,118,0.6
130784,SP,DANNY BROWN,,ARI,MLB,24,6,,,N,N,Normal,50,55,50,55,60,50,55,50,55,60,92-94,11,6,5,2,36.0,163,135,35,22,7,2,4,19,18,22,3,19,2,4.50,.270,1.58,4.8,5.5,1.0,0.9,-1.8,1,3,3,0,0,2,7,3,588,43,41,6,1,101,5.00,110,0.2
134405,SP,GERALD BROWN,,SF,MLB,25,4,,,H,N,Captain,60,55,50,55,55,65,55,50,55,55,95-97,28,28,8,7,151.2,649,566,129,87,22,2,18,72,72,78,2,109,2,4.27,.251,1.36,6.5,4.6,1.1,1.4,4.8,0,3,9,0,0,12,0,0,2512,169,155,6,4,103,4.51,102,1.9
129132,SP,RICH BRYANT,,BOS,MLB,24,7,,,N,N,Normal,65,70,70,65,75,75,70,70,65,75,95-97,37,37,18,10,213.2,859,803,186,138,35,2,11,65,58,41,0,159,8,2.44,.274,1.06,6.7,1.7,0.5,3.9,13.7,1,5,3,0,1,20,0,0,3094,249,204,15,2,186,2.73,60,7.7
129293,SP,JOE BURKS,,LAD,MLB,24,7,,,N,N,Normal,60,60,45,60,65,60,60,45,60,65,96-98,28,28,7,13,133.2,585,515,124,81,24,1,18,82,73,62,1,100,3,4.92,.264,1.39,6.7,4.2,1.2,1.6,6.5,0,5,6,1,0,12,0,0,2157,140,145,19,3,91,4.56,102,1.6
124670,SP,PAUL BURNS,,SEA,MLB,26,10,,,H,N,Selfish,50,50,50,55,50,50,50,50,55,50,95-97,33,28,11,15,174.2,743,671,173,106,32,2,33,103,96,63,2,122,6,4.95,.271,1.35,6.3,3.2,1.7,1.9,7.9,2,1,4,1,0,24,7,1,2743,195,174,11,3,90,5.07,114,1.0
126135,SP,RANDALL BYRNE,,PHI,MLB,22,7,,,N,N,Normal,65,60,60,60,65,65,60,60,60,65,95-97,34,34,10,8,169.1,717,641,154,98,35,1,20,91,89,64,0,137,5,4.73,.273,1.29,7.3,3.4,1.1,2.1,10.2,0,7,3,2,0,14,0,0,2707,174,179,15,2,96,4.00,88,3.3
128441,SP,JERRY CALLAHAN,,SEA,MLB,23,7,,,N,H,Humble,70,65,65,60,70,70,65,65,60,70,96-98,35,35,17,8,203.1,840,766,171,128,32,1,10,77,68,62,0,183,10,3.01,.280,1.15,8.1,2.7,0.4,3.0,14.4,0,2,3,0,0,18,0,0,3195,185,216,22,4,148,2.77,62,7.1
135966,SP,ANTÓNIO CASTRO,,VAN,MLB,32,15,,,H,H,Captain,50,55,70,55,55,50,55,70,55,55,92-94,40,25,5,16,144.0,615,564,149,92,26,1,30,84,79,40,0,116,5,4.94,.281,1.31,7.2,2.5,1.9,2.9,12.4,0,6,2,0,0,14,7,0,2317,139,157,13,2,92,4.90,107,1.1
129876,SP,BRIAN CHANDLER,,NYY,MLB,35,15,,,H,H,Normal,45,55,55,55,60,45,55,55,55,60,93-95,32,32,12,11,167.2,725,646,159,105,28,2,24,99,90,66,0,114,6,4.83,.263,1.34,6.1,3.5,1.3,1.7,6.6,2,5,4,0,0,11,0,0,2641,168,199,19,5,93,4.65,103,1.9
126844,SP,JIM CHILDRESS,,MIL,MLB,22,6,,,H,N,Sparkplug,60,60,60,60,65,60,60,60,60,65,96-98,32,32,14,6,173.1,731,661,161,103,37,1,20,73,66,57,0,137,7,3.43,.277,1.26,7.1,3.0,1.0,2.4,10.9,1,5,10,0,0,12,0,0,2720,183,176,19,3,130,3.89,87,3.5
128116,SP,JAKE CLINE,,OAK,MLB,38,17,,,N,N,Normal,50,55,55,55,50,50,55,55,55,50,92-94,32,32,16,10,189.1,785,718,180,127,26,1,26,86,83,61,0,116,3,3.95,.266,1.27,5.5,2.9,1.2,1.9,7.0,0,3,6,3,0,21,0,0,2897,213,205,6,3,113,4.44,99,2.6
131203,SP,LESTER COBB,,VAN,MLB,24,4,,,N,N,Outspoken,50,60,70,60,60,55,60,70,60,60,96-98,33,33,12,9,165.2,695,635,153,101,30,2,20,83,80,50,0,86,5,4.35,.249,1.23,4.7,2.7,1.1,1.7,5.2,0,5,5,1,0,12,0,0,2531,174,222,21,3,105,4.39,96,2.5
128090,SP,TIM CONNER,,SEA,MLB,22,6,,,N,N,Unknown,55,55,55,50,55,55,55,55,50,55,95-97,6,3,2,0,25.0,99,88,18,14,4,0,0,3,3,11,0,15,0,1.08,.247,1.16,5.4,4.0,0.0,1.4,4.0,0,0,0,0,0,4,4,0,394,27,27,2,0,411,2.98,67,0.7
120688,SP,MARTIN CORCORANE,,CHC,MLB,23,8,,,N,N,Normal,55,60,60,60,65,55,60,60,60,65,94-96,31,31,8,10,161.2,701,635,168,117,25,5,21,81,77,52,7,105,5,4.29,.287,1.36,5.8,2.9,1.2,2.0,7.6,5,3,9,0,1,10,0,0,2508,165,198,16,6,105,4.18,92,2.8
121571,SP,KEN CORSALETTI,,LAA,MLB,25,9,,,N,N,Normal,65,55,55,60,50,65,55,55,60,50,96-98,32,32,9,14,171.0,726,649,162,103,29,0,30,95,90,64,3,154,3,4.74,.281,1.32,8.1,3.4,1.6,2.4,12.4,5,5,3,0,0,19,0,0,2784,177,157,6,6,97,4.47,97,2.5
120415,SP,JORGE COSTELLO,,MIN,MLB,23,8,,,H,N,Normal,65,55,55,55,55,65,55,55,55,55,96-98,33,33,9,9,171.0,767,666,174,116,36,3,19,109,96,89,0,131,8,5.05,.299,1.54,6.9,4.7,1.0,1.5,5.5,0,3,7,1,1,11,0,0,2927,163,193,12,12,90,4.48,98,2.4
126214,SP,MAX CROSBY,,KC,MLB,30,10,,,H,N,Normal,50,65,55,60,65,50,65,55,60,65,94-96,34,34,7,11,185.0,798,718,183,121,33,3,26,107,98,64,0,139,8,4.77,.280,1.34,6.8,3.1,1.3,2.2,9.4,1,7,4,1,0,13,0,0,2963,180,213,10,7,95,4.36,95,2.9
125103,SP,TRAVIS CURR,,ATL,MLB,28,9,,,N,N,Outspoken,50,55,60,55,55,65,55,60,55,60,94-96,12,0,1,0,19.1,88,82,24,14,4,1,5,16,16,5,0,16,0,7.45,.306,1.50,7.4,2.3,2.3,3.2,12.5,0,1,0,0,0,0,11,5,325,25,17,0,0,60,5.35,119,-0.1
122910,SP,LOWELL CURRY,,NYY,MLB,25,10,,,H,N,Normal,55,60,55,60,60,60,60,55,60,60,95-97,32,32,13,12,185.0,780,692,159,109,26,3,21,87,79,70,0,132,6,3.84,.251,1.24,6.4,3.4,1.0,1.9,7.9,1,10,5,0,1,9,0,0,2898,187,216,21,6,117,4.15,92,3.2
134338,SP,DAVID DAVIES,,TEX,MLB,24,4,,,N,N,Normal,50,55,60,55,60,50,55,60,55,60,94-96,42,0,5,1,90.1,392,358,97,65,21,1,10,46,45,31,0,65,2,4.48,.306,1.42,6.5,3.1,1.0,2.1,8.7,0,1,5,1,0,7,33,10,1450,102,91,9,4,99,3.96,88,0.8
121991,SP,JEFF DE LA TORRE,,SEA,MLB,24,9,,,H,H,Normal,60,50,55,55,50,60,50,55,55,50,96-98,31,31,15,6,166.1,689,627,143,90,28,1,24,68,67,52,0,156,5,3.63,.264,1.17,8.4,2.8,1.3,3.0,15.1,2,3,4,0,0,7,0,0,2624,159,170,19,5,123,3.89,87,3.3
132258,SP,TOBY DELANEY,,LAA,MLB,33,13,,,H,N,Normal,45,60,65,60,65,45,60,65,60,65,92-94,32,32,13,14,191.0,814,728,181,116,41,4,20,99,96,70,0,109,6,4.52,.265,1.31,5.1,3.3,0.9,1.6,4.8,1,9,5,0,0,10,0,0,2979,192,248,20,6,101,4.28,93,3.2
122197,SP,BILL DEWITT,,LAD,MLB,27,8,,,H,L,Normal,45,55,50,55,60,45,55,50,55,60,95-97,17,6,2,1,53.2,214,195,43,27,10,1,5,21,20,16,0,25,2,3.35,.229,1.10,4.2,2.7,0.8,1.6,4.2,0,1,1,0,0,6,8,3,803,71,56,3,0,133,4.15,93,0.7
127005,SP,ARTHUR DIEZ,,MON,MLB,26,9,,,H,N,Captain,60,60,40,60,55,65,60,40,60,60,96-98,30,26,2,8,102.1,457,384,95,62,16,2,15,60,60,69,0,85,3,5.28,.281,1.60,7.5,6.1,1.3,1.2,3.5,0,1,5,0,0,11,3,0,1767,103,101,5,5,85,5.22,117,0.4
123347,SP,ANTÓNIO DUARTE,,MIL,MLB,26,10,,,N,N,Captain,50,60,50,55,60,55,60,50,55,60,94-96,7,1,0,1,14.0,58,51,13,10,0,0,3,9,9,7,0,5,0,5.79,.233,1.43,3.2,4.5,1.9,0.7,-3.4,0,0,0,0,0,3,3,0,203,19,14,0,1,77,6.44,144,-0.2
126718,SP,JULIEN DUBOIS,,LAD,MLB,23,7,,,N,N,Normal,60,55,65,55,50,70,55,65,55,50,95-97,31,31,7,13,155.1,672,622,169,101,35,1,32,91,91,40,0,135,6,5.27,.299,1.35,7.8,2.3,1.9,3.4,14.1,1,3,7,2,0,5,0,0,2511,121,200,26,2,85,4.69,105,1.6
130438,SP,DAN DUNCAN,,MIN,MLB,30,15,,,N,N,Normal,50,55,70,55,60,50,55,70,55,60,93-95,34,34,9,16,195.0,819,754,189,129,35,0,25,90,83,53,0,153,5,3.83,.281,1.24,7.1,2.4,1.2,2.9,12.2,0,7,5,1,0,14,0,0,3020,190,219,16,6,118,3.85,84,4.2
