ID,Name,G,GS,W,L,IP,BF,AB,HA,1B,2B,3B,HR,R,ER,BB,IBB,K,HP,ERA,BABIP,WHIP,K/9,BB/9,HR/9,K/BB,K%-BB%,SH,SF,WP,BK,CI,DP,IR,IRS,PI,GB,FB,SB,CS,ERA+,FIP,FIP-,WAR
1712,Abel Padgett,32,32,13,9,189.2,812,746,203,136,40,3,24,92,88,54,1,170,7,4.18,.322,1.36,8.1,2.6,1.1,3.1,14.3,1,4,11,1,0,17,0,0,3042,207,164,6,7,102,3.97,93,3.2
2266,Ramon Palomares,33,33,17,8,197.0,837,755,190,127,34,7,22,96,90,65,2,167,4,4.11,.293,1.29,7.6,3.0,1.0,2.6,12.2,5,8,4,1,0,12,0,0,3188,229,174,19,7,103,3.95,92,3.4
3541,Andy Paredes,32,32,12,8,189.1,828,754,212,139,40,5,28,112,107,56,2,162,8,5.09,.324,1.42,7.7,2.7,1.3,2.9,12.8,6,4,13,0,0,17,0,0,2981,210,173,17,4,83,4.36,102,2.3
4141,Willie Paulino,32,32,8,10,188.1,807,718,188,122,41,0,25,104,92,72,0,181,6,4.40,.315,1.38,8.6,3.4,1.2,2.5,13.5,4,6,6,0,1,18,0,0,3045,180,171,15,9,97,4.22,99,2.6
1329,Jesus Perez,33,33,7,11,187.2,817,718,176,111,42,1,22,93,88,79,3,195,8,4.22,.304,1.36,9.4,3.8,1.1,2.5,14.2,4,6,7,0,2,10,0,0,2998,164,184,22,5,101,3.96,93,3.2
3158,Juan Perez,32,32,12,13,193.1,819,758,193,127,36,1,29,109,99,56,1,164,3,4.61,.290,1.29,7.6,2.6,1.3,2.9,13.2,1,1,2,0,0,22,0,0,3092,220,165,10,5,92,4.32,101,2.4
2234,Bobby Pointon,32,32,9,8,175.2,765,681,181,110,43,5,23,100,96,67,0,135,5,4.92,.296,1.41,6.9,3.4,1.2,2.0,8.9,1,11,9,2,0,17,0,0,2939,189,183,9,3,86,4.56,107,1.7
2291,Chris Poteracki,33,33,15,10,199.2,818,766,186,116,38,3,29,91,84,47,1,212,3,3.79,.298,1.17,9.6,2.1,1.3,4.5,20.2,1,1,4,0,0,21,0,0,3128,183,176,14,4,112,3.67,86,4.1
2347,Greg Poti,32,32,18,5,189.1,793,731,188,125,38,2,23,97,94,53,0,142,3,4.47,.289,1.27,6.8,2.5,1.1,2.7,11.2,1,5,8,2,0,16,0,0,2960,197,205,13,5,95,4.14,97,2.8
524,Connor Price,33,33,9,15,172.0,773,697,201,133,39,3,26,126,110,62,1,180,9,5.76,.355,1.53,9.4,3.2,1.4,2.9,15.3,3,2,10,1,0,13,0,0,2916,168,141,14,12,74,4.26,100,2.3
530,Tyler Price,32,32,11,10,161.1,722,640,181,116,37,3,25,102,94,72,0,155,6,5.24,.336,1.57,8.6,4.0,1.4,2.2,11.5,0,4,6,0,0,17,0,0,2611,173,128,20,5,81,4.71,110,1.3
2212,Alejandro Quintero,32,32,6,12,172.2,756,672,164,100,41,1,22,99,90,74,0,164,3,4.69,.290,1.38,8.5,3.9,1.1,2.2,11.9,3,4,7,0,0,5,0,0,2902,162,182,25,3,91,4.26,100,2.3
471,Juan Quiroz,32,32,9,10,182.2,766,700,164,87,36,6,35,90,86,59,0,216,3,4.24,.287,1.22,10.6,2.9,1.7,3.7,20.5,4,0,5,0,0,10,0,0,3020,152,162,7,3,100,4.31,101,2.3
1320,John Regush,33,33,10,13,209.1,871,799,201,142,38,1,20,88,79,54,0,179,5,3.40,.299,1.22,7.7,2.3,0.9,3.3,14.4,7,6,6,0,0,14,0,0,3215,238,182,12,10,125,3.55,83,4.6
99,Chase Reis,33,33,7,14,174.2,791,710,207,132,44,7,24,128,109,66,0,181,7,5.62,.358,1.56,9.3,3.4,1.2,2.7,14.5,2,6,3,1,0,7,0,0,2916,148,175,8,7,76,4.14,97,2.6
3991,Jesus Revilla,32,32,15,10,178.0,758,677,164,110,30,3,21,89,80,69,0,166,3,4.04,.288,1.31,8.4,3.5,1.1,2.4,12.8,3,6,8,1,0,13,0,0,2870,185,162,15,2,105,4.05,95,2.8
3052,Chris Rhea,33,33,13,9,187.0,803,707,181,116,33,6,26,106,103,72,0,151,10,4.96,.288,1.35,7.3,3.5,1.3,2.1,9.8,6,8,8,0,0,20,0,0,2910,200,183,14,3,86,4.68,110,1.5
1871,Eric Robinson,32,32,8,12,161.2,727,623,164,110,25,3,26,101,90,87,0,150,5,5.01,.305,1.55,8.4,4.8,1.4,1.7,8.7,6,6,5,2,0,16,0,0,2808,153,156,12,6,85,5.11,120,0.5
2152,Alexis Rodriguez,32,32,9,15,184.0,814,738,207,129,43,4,31,104,101,64,2,194,6,4.94,.340,1.47,9.5,3.1,1.5,3.0,16.0,1,4,7,0,1,10,0,0,3009,166,170,14,7,86,4.36,102,2.2
51,Danny Rodriguez,32,32,9,11,177.1,750,664,164,94,39,6,25,81,79,65,0,155,14,4.01,.285,1.29,7.9,3.3,1.3,2.4,12.0,3,4,10,0,0,15,0,0,2878,160,189,9,10,106,4.59,108,1.6
663,Jesus Rodriguez,33,33,18,8,204.1,846,759,173,115,31,5,22,84,83,72,0,154,7,3.66,.257,1.20,6.8,3.2,1.0,2.1,9.7,3,5,6,0,0,16,0,0,3162,228,206,30,2,116,4.22,99,2.8
335,Garrett Roney,33,33,8,13,193.2,836,755,195,127,44,7,17,92,85,73,0,177,5,3.95,.316,1.38,8.2,3.4,0.8,2.4,12.4,1,2,5,2,0,19,0,0,3112,197,174,18,6,107,3.69,86,3.9
3721,Colby Roque,32,32,8,10,172.0,750,668,179,128,29,3,19,90,86,67,1,167,6,4.50,.328,1.43,8.7,3.5,1.0,2.5,13.3,3,6,7,0,0,13,0,0,2876,168,158,6,5,94,3.92,92,3.0
3297,David Rosas,32,32,11,11,198.2,818,752,182,109,46,3,24,88,81,58,1,167,2,3.67,.280,1.21,7.6,2.6,1.1,2.9,13.3,2,4,5,0,0,18,0,0,3051,211,192,18,3,116,3.95,93,3.4
1275,Jeff Rowe,33,33,12,14,199.0,859,773,202,132,45,7,18,95,89,65,0,177,9,4.03,.316,1.34,8.0,2.9,0.8,2.7,13.0,7,5,12,0,0,12,0,0,3272,197,202,17,5,105,3.68,86,4.1
2261,Diego Ruiz,32,32,10,9,176.1,780,711,204,140,38,4,22,104,95,54,0,163,6,4.85,.342,1.46,8.3,2.8,1.1,3.0,14.0,3,6,9,1,0,11,0,0,2972,184,157,19,4,88,3.96,93,3.0
2747,Abayghur Ruto,33,33,18,9,208.1,871,801,199,140,31,5,23,92,85,58,1,180,5,3.67,.292,1.23,7.8,2.5,1.0,3.1,14.0,2,5,5,0,0,19,0,0,3214,214,206,19,3,116,3.77,88,4.0
617,Miguel Salas,33,33,8,17,193.2,835,763,201,128,42,2,29,99,87,59,0,159,7,4.04,.298,1.34,7.4,2.7,1.3,2.7,12.0,2,3,6,0,1,21,0,0,3210,188,206,7,5,105,4.50,105,2.0
2686,Alberto Sancho,33,33,12,13,198.2,834,742,168,109,31,2,26,92,85,74,1,168,10,3.85,.258,1.22,7.6,3.4,1.2,2.3,11.3,6,2,3,3,0,13,0,0,3105,209,195,5,6,110,4.43,104,2.2
1736,B.J. Sanderson,32,32,8,9,179.0,790,711,193,126,35,6,26,103,95,59,0,168,8,4.78,.316,1.41,8.4,3.0,1.3,2.8,13.8,1,11,6,1,0,13,0,0,2940,174,179,26,0,89,4.30,101,2.3
5,Gustavo Santos,33,33,8,12,209.1,878,813,208,136,41,4,27,95,91,58,6,183,3,3.91,.299,1.27,7.9,2.5,1.2,3.2,14.2,2,2,7,0,0,15,0,0,3224,212,206,6,5,109,3.89,91,3.7
102,Jon Schandelmeier,33,33,11,13,188.0,787,711,172,94,43,4,31,97,82,65,1,156,4,3.93,.266,1.26,7.5,3.1,1.5,2.4,11.6,1,6,1,0,0,13,0,0,2953,194,186,7,7,108,4.74,111,1.4
1322,Tony Serrano,32,32,8,13,165.1,765,677,206,145,34,6,21,116,112,64,0,136,14,6.10,.352,1.63,7.4,3.5,1.1,2.1,9.4,5,5,9,0,0,18,0,0,2785,188,149,12,2,70,4.59,108,1.5
3692,Scott Shenefield,33,33,8,16,195.1,835,741,185,124,32,1,28,96,82,84,0,176,2,3.78,.289,1.38,8.1,3.9,1.3,2.1,11.0,2,6,7,1,0,23,0,0,3190,199,178,14,8,112,4.55,107,1.9
901,Yeong-kil Shin,32,32,5,10,143.2,640,581,166,113,28,1,24,90,87,50,0,116,2,5.45,.321,1.50,7.3,3.1,1.5,2.3,10.3,5,2,7,1,0,11,0,0,2477,138,161,7,2,78,4.81,113,1.0
2403,Dan Shirts,33,33,12,10,214.2,882,798,186,132,29,6,19,99,88,72,3,177,5,3.69,.275,1.20,7.4,3.0,0.8,2.5,11.9,1,6,7,2,0,26,0,0,3218,214,219,16,2,115,3.71,87,4.3
2211,Aaron Sims,33,33,13,8,212.2,885,790,186,127,44,2,13,88,82,80,1,184,4,3.47,.288,1.25,7.8,3.4,0.6,2.3,11.8,4,7,11,2,0,18,0,0,3267,218,207,16,6,122,3.40,80,5.1
2968,Isaac Sims,32,32,6,10,162.2,715,643,179,112,39,7,21,97,91,57,0,125,8,5.03,.315,1.45,6.9,3.2,1.2,2.2,9.5,2,5,10,2,0,16,0,0,2698,166,172,11,5,84,4.51,106,1.7
3392,Leo Solis,32,32,12,6,178.1,776,697,182,112,33,8,29,92,78,66,0,164,2,3.94,.298,1.39,8.3,3.3,1.5,2.5,12.6,2,9,8,0,0,11,0,0,2934,186,161,8,8,108,4.59,108,1.7
2375,Cory Sorrells,33,33,16,12,206.2,863,782,191,118,39,6,28,96,94,64,0,162,11,4.09,.274,1.23,7.1,2.8,1.2,2.5,11.4,2,3,3,0,1,20,0,0,3144,236,191,18,4,104,4.45,104,2.2
1180,Tomas Soto,33,33,10,13,184.1,794,719,190,124,39,1,26,98,92,62,1,142,9,4.49,.297,1.37,6.9,3.0,1.3,2.3,10.1,2,2,7,0,0,21,0,0,2984,186,196,10,6,95,4.60,108,1.7
1225,Ben Spencer,33,33,12,14,209.2,871,799,196,130,30,2,34,97,92,50,0,183,9,3.95,.274,1.17,7.9,2.1,1.5,3.7,15.3,4,9,8,0,0,16,0,0,3159,222,199,12,5,108,4.38,103,2.5
3628,Greg Tackett,32,32,5,8,161.1,707,633,170,100,36,3,31,94,90,62,0,135,6,5.02,.296,1.44,7.5,3.5,1.7,2.2,10.3,3,3,5,0,0,11,0,0,2657,158,168,3,7,85,5.26,123,0.3
1625,Jose Tagle,32,32,14,6,193.2,797,717,158,105,26,1,26,76,75,70,0,174,7,3.49,.255,1.18,8.1,3.3,1.2,2.5,13.0,1,1,8,1,1,20,0,0,3030,192,191,6,0,122,4.31,101,2.4
1463,Frank Tanis,33,33,15,7,216.2,849,795,161,120,28,2,11,55,47,48,0,261,3,1.95,.286,0.96,10.8,2.0,0.5,5.4,25.1,2,1,5,1,0,20,0,0,3225,199,162,9,5,218,2.13,50,9.3
754,Ryan Teall,33,33,6,14,208.2,861,779,177,107,37,2,31,93,87,71,4,247,1,3.75,.289,1.19,10.7,3.1,1.3,3.5,20.4,5,5,3,2,0,14,0,0,3271,176,181,9,5,113,3.71,87,4.2
1622,Adrian Torres,33,33,12,10,199.2,837,744,173,103,39,3,28,94,89,78,1,155,5,4.01,.257,1.26,7.0,3.5,1.3,2.0,9.2,6,4,8,1,0,20,0,0,3148,191,225,10,2,106,4.67,110,1.7
2547,Oscar Torres,32,32,9,10,168.0,705,637,162,112,25,4,21,73,71,54,0,143,10,3.80,.296,1.29,7.7,2.9,1.1,2.6,12.6,1,3,7,0,0,21,0,0,2684,169,160,16,6,112,4.23,99,2.3
2208,Mel Trujillo,33,33,11,9,207.1,863,772,174,108,34,1,31,95,89,75,1,193,10,3.86,.260,1.20,8.4,3.3,1.3,2.6,13.7,3,3,8,0,0,17,0,0,3154,198,207,9,3,110,4.47,105,2.2
2990,Billy Tuohy,32,32,7,13,188.1,790,724,186,121,36,5,24,96,93,50,0,158,9,4.44,.295,1.25,7.6,2.4,1.1,3.2,13.7,0,7,11,0,0,17,0,0,2908,193,189,13,3,96,4.09,96,2.9
1903,Angel Uribe,33,33,12,10,214.1,884,805,191,131,33,3,24,85,82,62,3,187,9,3.44,.279,1.18,7.9,2.6,1.0,3.0,14.1,4,4,6,0,0,26,0,0,3231,236,190,5,3,123,3.83,90,4.0
3078,Alex Valencia,32,32,9,15,184.1,796,712,187,126,35,6,20,94,88,69,2,172,5,4.30,.317,1.39,8.4,3.4,1.0,2.5,12.9,3,7,12,0,0,19,0,0,2978,188,165,10,5,99,3.89,91,3.3
852,Caleb Villalobos,32,32,6,18,173.2,757,688,186,101,40,0,45,109,105,57,0,174,7,5.44,.298,1.40,9.0,3.0,2.3,3.1,15.5,1,4,8,1,0,12,0,0,2819,160,168,19,4,78,5.64,132,-0.4
2262,Salvador Villegas,32,32,7,16,171.1,763,679,191,112,44,6,29,112,104,66,0,144,8,5.46,.318,1.50,7.6,3.5,1.5,2.2,10.2,5,4,7,1,1,12,0,0,2881,164,182,14,6,78,4.98,117,0.8
2377,Michael Walker,33,33,11,12,203.2,871,801,210,140,39,2,29,93,88,59,0,193,5,3.89,.312,1.32,8.5,2.6,1.3,3.3,15.4,5,1,7,0,0,19,0,0,3164,220,178,11,0,109,4.07,95,3.2
895,Mohamed Washington,33,33,11,14,186.2,774,715,173,117,31,1,24,88,84,47,1,156,4,4.05,.277,1.18,7.5,2.3,1.2,3.3,14.1,6,2,5,1,0,11,0,0,2918,192,195,7,2,105,3.97,93,3.1
1045,Chris Weatherholt,32,32,11,6,172.2,743,682,176,111,29,8,28,89,86,49,0,143,8,4.48,.287,1.30,7.5,2.6,1.5,2.9,12.7,0,4,7,0,0,7,0,0,2730,172,187,3,4,95,4.61,108,1.6
3689,Jerry Weathersby,32,32,13,12,171.2,738,654,171,104,37,0,30,113,109,67,0,126,7,5.71,.279,1.39,6.6,3.5,1.6,1.9,8.0,3,7,7,0,0,20,0,0,2750,186,174,12,4,74,5.27,124,0.3
1136,Manny White,33,33,11,11,195.0,827,746,183,123,41,4,15,86,82,63,0,186,8,3.78,.305,1.26,8.6,2.9,0.7,3.0,14.9,3,6,10,1,1,15,0,0,3096,202,176,7,4,112,3.35,78,4.8
1926,Jaden Wilder,32,32,11,12,192.0,817,725,177,124,27,3,23,90,87,72,1,183,12,4.08,.294,1.30,8.6,3.4,1.1,2.5,13.6,4,4,9,0,0,15,0,0,3072,185,182,17,5,104,4.12,96,2.9
753,Aaron Williams,33,33,11,12,210.0,868,810,200,117,46,6,31,97,91,44,0,214,6,3.90,.296,1.16,9.2,1.9,1.3,4.9,19.6,3,5,3,1,0,15,0,0,3245,214,181,6,4,109,3.76,88,4.1
1645,Jim Williams,32,32,9,12,181.2,798,711,202,140,29,5,28,105,101,72,0,117,6,5.00,.305,1.51,5.8,3.6,1.4,1.6,5.6,4,5,7,0,0,25,0,0,2992,187,208,13,6,85,5.17,121,0.5
2321,Mike Winstead,32,32,8,13,168.2,726,662,171,117,23,6,25,91,85,48,0,136,9,4.54,.289,1.30,7.3,2.6,1.3,2.8,12.1,2,5,7,2,0,11,0,0,2623,181,174,13,2,94,4.50,105,1.7
2687,Bobby Wollmuth,32,32,7,13,163.1,729,641,174,109,39,4,22,117,104,76,0,114,4,5.73,.297,1.53,6.3,4.2,1.2,1.5,5.2,2,6,15,0,0,15,0,0,2771,177,175,14,5,74,4.99,117,0.7
1516,Jerry Zamora,33,33,12,14,194.0,842,747,194,136,43,1,14,103,98,82,0,179,6,4.55,.322,1.42,8.3,3.8,0.6,2.2,11.5,2,5,13,0,0,19,0,0,3249,196,181,10,4,93,3.62,85,4.1
1731,Huai-yi Zhang,33,33,15,7,213.1,888,811,198,115,49,4,30,81,79,71,2,187,3,3.33,.282,1.26,7.9,3.0,1.3,2.6,13.1,2,1,4,1,0,16,0,0,3282,197,224,8,11,127,4.26,100,2.8
2546,Jack Zupon,32,32,5,14,150.2,712,640,205,138,32,3,32,110,103,62,0,121,7,6.15,.353,1.77,7.2,3.7,1.9,2.0,8.3,0,3,4,0,0,16,0,0,2667,155,153,6,1,69,5.70,134,-0.5
