ID,POS,Name,Mor,ORG,Lev,Age,EXP,OVR,POT,AD,WE,INT,CON,BABIP,GAP,POW,EYE,K's,HT P,CON P,GAP P,POW P,EYE P,K P,DEF,SS,DEF Pot,SPE,RUN,G,GS,PA,AB,H,1B,2B,3B,HR,RBI,R,BB,BB%,IBB,HP,SH,SF,CI,SO,SO%,GIDP,AVG,OBP,SLG,OPS+,BABIP,wRC+,WAR,PI/PA,SB,CS,BatR,UBR,BsR,ZR,EFF
12712,1B,J. DAIKAWA,,-,-,38,22,4.0 Stars,4.0 Stars,N,H,L,4,5,6,8,9,4,5,4,6,8,9,4,6,-,6,1,1,156,152,658,549,125,71,22,1,31,98,78,101,15.3,2,2,0,6,0,180,27.4,14,.228,.347,.441,115,.273,115,1.8,4.16,0,0,12.4,-4.0,-4.0,-1.7,.988
35415,LF,D. DALTON,,NYA,AAA,27,9,2.5 Stars,2.5 Stars,H,H,N,5,6,6,6,5,5,6,6,6,6,6,5,6,-,6,5,4,10,8,36,35,8,6,1,0,1,4,4,1,2.8,0,0,0,0,0,6,16.7,2,.229,.250,.343,59,.250,56,-0.2,3.69,0,1,-1.9,0.4,-0.2,0.0,.000
38474,LF,B. DAND,,HOU,MLB,26,5,2.0 Stars,2.5 Stars,N,N,N,5,6,6,7,5,4,6,5,6,7,5,5,6,-,6,2,2,27,26,105,99,23,14,5,1,3,9,8,6,5.7,0,0,0,0,0,33,31.4,2,.232,.276,.394,81,.317,79,-0.2,3.50,0,0,-2.6,0.1,0.1,-3.7,.883
35217,LF,C. DASCENZO,,-,-,32,9,3.0 Stars,3.0 Stars,N,N,H,5,7,7,8,5,4,7,5,7,8,5,4,5,-,5,6,9,156,150,634,576,140,75,29,4,32,84,79,48,7.6,1,5,0,5,0,162,25.6,11,.243,.304,.474,109,.279,107,0.7,3.77,3,2,6.1,-0.9,-2.6,-7.8,.908
38426,RF,F. DAUNTSEY,,ARI,AA,25,7,2.0 Stars,2.5 Stars,N,N,N,6,6,6,2,5,6,6,7,6,2,5,6,7,-,7,7,9,7,6,28,28,6,4,2,0,0,3,1,0,0.0,0,0,0,0,0,12,42.9,1,.214,.214,.286,32,.375,26,-0.1,3.71,1,1,-2.5,0.3,-0.0,0.6,1.111
37231,1B,C. DAVIS,,SFN,MLB,30,11,2.5 Stars,2.5 Stars,N,N,H,5,5,6,4,8,5,5,5,6,4,8,5,8,-,8,3,2,3,,2,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,50.0,0,.000,.000,.000,-100,.000,-119,-0.1,3.00,0,0,-0.5,0.0,0.0,-0.3,1.017
35555,CF,L. DAVIS,,SEA,MLB,25,6,2.5 Stars,3.0 Stars,N,H,N,8,9,8,3,8,5,9,8,8,3,8,7,4,-,4,7,8,144,137,613,516,134,95,33,2,4,61,59,93,15.2,2,1,0,3,0,122,19.9,9,.260,.372,.355,106,.331,107,0.5,3.96,14,7,5.8,0.1,-2.1,-28.8,.890
35899,2B,Z. DAVIS,,-,-,40,18,2.0 Stars,2.0 Stars,N,H,N,4,4,6,8,5,4,4,4,6,8,5,4,3,-,3,4,5,116,100,416,365,88,49,17,0,22,65,61,47,11.3,1,2,1,2,0,104,25.0,11,.241,.329,.468,111,.274,113,1.4,3.91,0,0,7.0,2.6,2.6,-6.2,.941
29427,1B,R. DAY,,BOS,MLB,30,14,2.5 Stars,2.5 Stars,N,N,N,6,5,6,6,5,6,5,6,6,6,5,6,2,-,2,7,8,149,142,637,571,159,94,41,4,20,96,101,41,6.4,3,23,0,2,0,109,17.1,12,.278,.350,.469,118,.313,120,2.2,3.58,27,3,15.8,-1.0,2.2,-5.9,.952
31709,LF,R. DE LA ROSA,,WAS,MLB,30,9,2.5 Stars,2.5 Stars,N,N,N,5,6,7,5,7,5,6,5,7,5,7,5,6,-,6,4,5,88,76,299,268,79,44,22,4,9,40,38,29,9.7,1,2,0,0,0,59,19.7,6,.295,.368,.507,127,.350,133,1.3,3.73,0,1,12.2,-3.0,-4.4,-4.1,.947
29397,CF,J. DEAL,,NYA,AAA,26,10,1.5 Stars,2.0 Stars,N,N,N,5,5,4,4,4,5,5,5,4,4,5,5,8,-,8,8,8,3,3,9,9,1,1,0,0,0,0,1,0,0.0,0,0,0,0,0,1,11.1,0,.111,.111,.111,-39,.125,-51,-0.1,2.56,0,0,-1.7,-0.0,-0.0,0.3,.987
35090,1B,J. DEMPSEY,,MIA,MLB,27,7,3.5 Stars,4.0 Stars,N,N,H,5,7,7,8,6,3,7,5,7,9,7,4,5,-,5,4,7,153,152,647,578,151,79,28,4,40,105,95,58,9.0,1,6,0,5,0,210,32.5,9,.261,.332,.531,125,.333,128,2.2,3.99,6,0,22.4,-2.3,-2.5,-7.8,.946
34746,C,G. DITTLER,,PIT,MLB,27,7,2.0 Stars,2.0 Stars,H,H,N,5,4,5,5,4,7,5,5,5,5,4,7,7,-,7,5,5,45,40,156,152,34,27,5,0,2,11,7,2,1.3,0,2,0,0,0,18,11.5,4,.224,.244,.296,48,.242,44,0.1,3.31,2,0,-10.6,0.1,0.2,0.4,1.159
31625,RF,G. DONNELLY,,PHI,MLB,30,13,2.5 Stars,2.5 Stars,N,L,N,5,5,7,7,6,5,5,5,7,7,6,5,5,-,5,3,3,121,82,368,320,84,50,16,1,17,52,45,42,11.4,1,1,0,5,0,73,19.8,10,.263,.345,.478,119,.285,120,0.7,3.73,0,0,9.2,-3.6,-3.6,-2.8,.867
31877,CF,R. DOOLITTTLE,,CLE,MLB,26,6,2.5 Stars,3.5 Stars,N,H,H,5,9,7,7,5,3,9,6,7,8,5,4,7,-,7,8,9,149,148,662,614,159,92,36,3,28,99,85,38,5.7,1,6,0,4,0,240,36.3,11,.259,.307,.464,107,.374,106,3.7,3.96,6,1,4.9,1.1,0.5,8.3,1.014
39174,RF,W. DORSETT,,-,-,38,20,2.5 Stars,2.5 Stars,L,H,N,3,4,5,9,7,3,4,3,5,9,7,3,6,-,6,7,6,55,42,184,163,38,16,5,1,16,40,25,20,10.9,2,1,0,0,0,63,34.2,0,.233,.321,.571,136,.262,131,1.2,4.10,2,2,7.0,-0.7,-1.7,2.5,1.060
34611,CF,M. DOWNS,,-,-,35,18,1.5 Stars,1.5 Stars,H,H,H,5,4,5,2,6,6,4,5,5,2,6,6,7,-,7,8,9,36,33,117,108,25,18,6,0,1,5,11,8,6.8,0,0,1,1,0,20,17.1,0,.231,.282,.315,59,.273,59,0.3,3.77,8,0,-5.7,0.2,1.8,1.7,1.023
32833,C,D. DOYLE,,MON,MLB,26,7,2.5 Stars,2.5 Stars,N,N,N,5,5,5,6,5,5,6,6,5,7,5,5,3,-,4,1,2,114,107,429,383,98,70,12,0,16,56,44,36,8.4,0,4,0,6,0,98,22.8,11,.256,.322,.413,99,.298,100,1.0,3.79,1,0,0.0,-1.5,-2.5,-0.3,.779
36108,C,N. DUNCAN,,CIN,MLB,24,7,2.0 Stars,2.0 Stars,N,H,N,5,5,4,5,5,5,5,5,4,5,5,5,7,-,8,2,4,83,40,152,143,30,23,2,1,4,14,13,6,3.9,0,2,0,1,0,42,27.6,6,.210,.250,.322,54,.265,52,0.5,3.54,0,0,-8.8,-0.4,-0.4,0.8,.952
27959,C,P. DUNLAP,,MIL,MLB,26,11,1.5 Stars,2.0 Stars,L,L,L,3,4,6,5,7,3,4,4,6,5,8,3,5,-,7,1,1,125,124,479,417,84,51,23,0,10,44,58,51,10.6,0,5,1,6,0,147,30.7,4,.201,.292,.329,71,.278,72,0.6,3.97,0,0,-16.3,-2.4,-2.4,-3.0,.888
37578,CF,J. DURÁN,,LAN,MLB,25,3,2.5 Stars,2.5 Stars,L,N,N,5,6,8,6,6,5,6,5,8,6,6,5,8,-,8,4,3,140,134,528,476,131,92,27,1,11,52,63,50,9.5,2,2,4,0,0,122,23.1,10,.275,.347,.405,107,.350,107,2.9,3.74,1,0,4.7,1.8,0.4,8.2,1.045
28435,1B,A. DÍAZ,,MIN,MLB,28,12,3.5 Stars,3.5 Stars,N,L,N,5,5,7,8,5,5,5,5,7,8,5,5,7,-,7,3,5,156,149,658,608,165,85,27,0,53,124,96,41,6.2,1,5,0,4,0,122,18.5,13,.271,.321,.577,135,.256,136,4.0,3.60,0,0,29.4,-2.6,-2.6,-7.6,.951
27576,LF,L. DÍAZ,,CIN,MLB,26,9,2.5 Stars,3.5 Stars,N,H,N,7,8,8,5,3,5,8,9,8,5,4,8,7,-,7,8,8,147,146,667,642,214,149,44,7,14,70,100,15,2.2,2,9,0,1,0,127,19.0,8,.333,.357,.489,126,.398,128,4.5,3.31,52,7,23.1,2.2,9.1,-3.2,.994
28693,1B,M. DÍAZ,,MON,MLB,25,9,3.0 Stars,3.5 Stars,N,L,H,6,7,6,4,8,5,8,7,6,4,9,5,6,-,6,8,8,133,98,462,385,97,78,10,2,7,44,52,64,13.9,0,7,1,6,1,84,18.2,4,.252,.364,.343,96,.300,101,0.9,3.97,23,4,0.8,-0.7,1.1,-0.0,.976
40874,2B,M. DÍAZ,,NYN,MLB,25,9,2.5 Stars,2.5 Stars,N,H,N,6,6,4,6,6,6,6,6,4,6,6,6,7,-,7,5,7,155,147,620,555,139,98,17,2,22,75,82,53,8.5,0,8,1,4,0,102,16.5,9,.250,.323,.407,107,.269,104,2.0,3.71,5,2,3.1,-1.1,-2.7,-3.2,.972
29576,CF,R. DÍAZ,,TEX,MLB,23,6,2.5 Stars,3.0 Stars,N,N,H,8,8,7,5,4,7,8,8,7,6,5,7,7,-,7,5,5,30,29,115,109,33,21,7,1,4,22,15,4,3.5,0,0,0,2,0,20,17.4,3,.303,.322,.495,117,.333,116,0.7,3.30,1,0,2.4,-2.3,-2.3,1.5,1.022
26796,1B,C. EDWARDS,,CIN,AAA,23,6,2.5 Stars,4.0 Stars,N,N,N,6,9,6,6,5,4,9,6,6,9,5,4,7,-,7,1,1,53,53,230,208,56,42,9,1,4,25,27,18,7.8,1,3,0,1,0,65,28.3,6,.269,.335,.380,94,.371,95,0.1,3.88,0,0,-1.4,-2.4,-2.4,1.3,1.045
28739,C,D. EIN,,SDN,MLB,29,9,1.0 Stars,1.0 Stars,N,N,N,3,2,3,5,5,3,2,3,3,6,7,3,8,-,8,1,1,111,111,372,336,41,35,1,0,5,26,20,31,8.3,0,1,7,4,0,127,34.1,10,.122,.196,.170,4,.173,2,-1.5,3.95,0,0,-44.1,-2.4,-2.4,0.8,.952
35948,LF,M. ELDRIDGE,,COL,MLB,31,9,2.5 Stars,2.5 Stars,N,H,N,5,5,7,5,7,6,5,5,7,5,7,6,8,-,8,10,10,57,55,259,239,62,44,11,3,4,24,35,18,6.9,1,1,0,1,0,42,16.2,6,.259,.313,.381,83,.299,84,0.9,3.76,32,2,-4.9,1.1,7.0,0.2,1.022
41500,LF,M. ENRIQUER,,MIA,MLB,30,5,2.5 Stars,2.5 Stars,H,N,N,6,6,7,4,5,6,6,6,7,4,5,6,8,-,8,7,7,95,54,275,250,62,42,15,1,4,25,35,24,8.7,1,1,2,0,0,53,19.3,7,.248,.316,.364,82,.301,84,0.3,3.82,7,3,-5.3,-3.2,-3.8,3.0,1.026
37815,LF,P. ESCOBAR,,SDN,MLB,29,13,2.0 Stars,2.0 Stars,H,H,N,5,3,3,4,7,7,3,5,3,4,8,7,9,-,9,8,10,115,72,326,284,50,43,4,0,3,15,36,33,10.1,1,7,8,2,0,36,11.0,3,.176,.276,.222,43,.190,44,-1.1,3.53,16,3,-22.1,-2.3,-0.9,5.2,1.059
33254,CF,C. FERNÁNDEZ,,SLN,MLB,26,3,2.5 Stars,2.5 Stars,H,N,N,6,7,6,4,5,5,7,6,6,4,5,6,7,-,7,10,10,85,59,271,261,73,48,20,1,4,24,39,7,2.6,1,2,0,1,0,42,15.5,3,.280,.303,.410,91,.319,89,1.6,3.40,39,5,-3.5,-0.2,5.9,4.4,1.037
29135,1B,J. FERNÁNDEZ,,LAA,MLB,29,13,2.5 Stars,2.5 Stars,N,L,N,5,4,6,7,6,5,5,5,6,7,7,5,8,-,8,2,1,154,149,634,567,129,67,29,0,33,89,88,52,8.2,1,12,0,3,0,122,19.2,14,.228,.304,.453,106,.231,104,1.3,3.68,2,1,3.6,-2.6,-4.1,3.7,1.021
34904,RF,C. FIELDS,,-,-,29,6,2.0 Stars,2.0 Stars,N,N,N,4,5,5,6,8,4,5,4,5,6,10,4,6,-,6,3,4,51,41,177,152,27,19,5,0,3,17,16,22,12.4,0,2,0,1,0,44,24.9,2,.178,.288,.270,53,.226,57,-1.1,3.98,0,0,-9.1,-1.2,-1.2,-5.1,.916
31722,3B,D. FISHER,,DET,MLB,30,9,3.5 Stars,3.5 Stars,N,H,H,6,7,5,7,7,5,7,6,5,7,7,5,6,-,6,4,4,144,144,648,582,164,98,34,4,28,86,109,63,9.7,0,1,0,2,0,147,22.7,15,.282,.352,.498,122,.333,127,4.1,3.91,0,0,21.9,-3.4,-3.4,-0.4,1.001
33640,C,B. FLORES,,-,-,34,18,2.0 Stars,2.0 Stars,N,N,N,5,5,6,3,5,5,5,5,6,3,5,5,6,-,6,3,3,72,68,254,232,55,43,9,1,2,17,21,20,7.9,0,2,0,0,0,45,17.7,8,.237,.303,.310,65,.286,68,0.7,3.77,0,0,-9.7,-0.2,-0.2,2.2,.865
41516,LF,T. FLORES,,BOS,MLB,32,16,2.5 Stars,2.5 Stars,N,H,N,7,6,6,4,4,8,6,7,6,4,4,8,8,-,8,5,5,87,66,297,271,69,43,20,1,5,19,37,23,7.7,0,2,5,1,0,35,11.8,8,.255,.316,.391,89,.276,92,0.4,3.42,2,0,-2.8,-0.5,-0.7,0.7,1.045
31382,1B,G. FOSTER,,MIN,MLB,28,11,3.5 Stars,4.0 Stars,N,N,N,5,5,8,8,7,5,6,5,8,8,8,5,7,-,7,2,2,126,126,559,493,121,64,26,0,31,86,69,53,9.5,3,9,0,4,0,119,21.3,16,.245,.327,.487,116,.259,116,1.1,3.84,0,0,10.9,-5.4,-5.4,0.0,.000
35538,C,D. FRANKLIN,,LAA,MLB,26,7,2.0 Stars,2.0 Stars,H,H,N,4,5,5,6,6,2,5,5,5,6,6,5,7,-,7,2,2,68,63,232,213,40,25,7,0,8,27,22,19,8.2,0,0,0,0,0,88,37.9,5,.188,.254,.333,61,.274,59,-0.0,4.12,0,0,-11.3,-3.2,-3.2,-1.6,.897
29789,C,D. FREDERICK,,-,-,29,13,1.5 Stars,1.5 Stars,N,H,N,4,4,6,5,5,5,4,4,6,5,5,5,5,-,5,1,2,104,99,371,342,79,57,14,1,7,45,36,23,6.2,0,3,2,3,0,70,18.9,7,.231,.283,.339,71,.269,70,0.5,3.72,0,0,-13.5,0.4,0.4,-2.7,.984
33311,RF,M. FRY,,BOS,MLB,27,6,2.5 Stars,2.5 Stars,N,N,N,5,6,6,7,5,4,6,5,6,7,5,4,6,-,6,6,7,29,21,93,89,22,12,4,1,5,18,9,2,2.2,0,1,0,1,0,31,33.3,1,.247,.269,.483,96,.315,95,0.0,3.84,0,1,-0.5,0.1,-0.6,-1.0,.924
27406,2B,P. FUENTES,,OAK,MLB,23,8,2.0 Stars,3.0 Stars,N,N,N,6,7,5,4,5,5,7,6,5,7,5,5,6,-,6,4,5,19,11,42,39,7,4,1,0,2,4,3,2,4.8,0,1,0,0,0,8,19.0,2,.179,.238,.359,62,.172,60,-0.1,3.43,1,0,-2.0,-1.4,-1.2,0.4,.996
41359,LF,H. FUJII,,OAK,MLB,39,22,2.5 Stars,2.5 Stars,L,H,H,4,5,6,7,6,4,5,4,6,7,6,4,3,-,4,8,9,112,112,451,401,102,66,20,1,15,59,52,41,9.1,0,4,0,5,0,104,23.1,11,.254,.326,.421,112,.303,107,1.0,4.03,10,0,4.4,1.8,3.0,-1.6,.878
41207,C,F. GALINDO,,-,-,28,12,2.0 Stars,2.0 Stars,H,N,N,5,5,5,4,5,5,5,5,5,4,5,5,6,-,6,1,1,9,8,29,27,3,2,0,0,1,2,2,1,3.4,0,1,0,0,0,8,27.6,0,.111,.172,.222,5,.111,2,-0.2,3.79,1,0,-3.4,0.0,0.2,0.7,1.903
28267,RF,E. GALLAGHER,,BAL,MLB,24,8,2.5 Stars,3.0 Stars,N,H,N,5,7,5,7,5,4,7,6,7,7,5,5,5,-,5,7,9,19,12,58,53,13,10,2,0,1,8,7,4,6.9,0,1,0,0,0,19,32.8,0,.245,.310,.340,76,.364,79,-0.1,3.93,4,0,-1.5,-1.2,-0.4,-0.7,.973
33070,C,I. GALLÓ,,-,-,27,9,1.5 Stars,1.5 Stars,N,N,N,4,4,4,5,6,4,4,4,4,5,6,4,8,-,8,1,1,65,58,208,189,38,26,7,0,5,19,17,15,7.2,0,2,5,2,0,56,26.9,4,.201,.264,.317,58,.254,58,0.2,3.87,0,0,-10.6,-0.2,-0.2,-2.0,.846
39541,LF,R. GALLÓ,,-,-,31,9,2.0 Stars,2.0 Stars,N,L,H,4,5,5,7,6,4,5,4,5,7,6,4,4,-,5,3,2,33,20,99,89,16,10,4,0,2,6,7,10,10.1,0,0,0,0,0,33,33.3,8,.180,.263,.292,52,.259,53,-0.5,3.86,0,0,-5.7,0.2,0.2,-1.5,.870
32677,1B,J. GARCÍA,,LAA,MLB,30,9,2.5 Stars,2.5 Stars,N,H,N,5,5,6,7,5,4,5,5,6,7,5,4,5,-,5,4,3,42,10,73,65,13,6,3,0,4,7,11,6,8.2,0,2,0,0,0,22,30.1,0,.200,.288,.431,95,.231,95,0.1,3.68,0,0,-0.4,0.2,0.2,-1.1,.896
33301,LF,P. GARCÍA,,SLN,MLB,27,6,2.5 Stars,2.5 Stars,N,N,N,8,8,7,5,4,7,8,8,7,5,4,7,7,-,7,6,7,29,26,122,117,43,21,13,3,6,19,22,3,2.5,0,1,0,1,0,12,9.8,7,.368,.385,.684,188,.370,187,1.6,3.20,2,0,13.0,0.5,0.7,-0.0,.982
28873,RF,M. GARLAND,,PHI,MLB,29,12,2.5 Stars,2.5 Stars,N,N,L,5,5,6,6,5,5,5,5,6,6,7,5,4,-,4,3,2,131,98,447,397,108,75,19,2,12,45,45,36,8.1,0,5,0,9,0,90,20.1,16,.272,.333,.421,102,.316,103,-0.4,3.78,0,1,2.1,-3.9,-5.7,-7.5,.910
34830,RF,T. GARZA,,MIA,MLB,25,8,3.0 Stars,3.5 Stars,N,N,N,5,7,8,7,6,3,7,5,8,8,6,4,7,-,7,8,8,129,109,483,436,108,54,16,3,35,77,73,38,7.9,3,6,0,3,0,142,29.4,3,.248,.315,.539,122,.279,122,3.1,3.83,33,4,13.1,-1.7,3.1,2.9,1.011
29804,CF,J. GERMÁN,,WAS,MLB,25,6,3.5 Stars,3.5 Stars,H,N,N,7,7,8,6,4,7,7,7,8,6,4,8,8,-,8,4,4,135,113,541,512,155,85,37,2,31,92,78,23,4.3,0,2,0,4,0,84,15.5,7,.303,.333,.564,130,.309,135,5.6,3.56,1,0,23.7,-2.1,-3.1,15.7,1.095
29560,LF,D. GIBSON,,COL,MLB,25,10,2.5 Stars,2.5 Stars,H,N,N,8,8,6,2,5,6,8,8,6,2,5,6,9,-,9,5,5,105,99,408,382,104,82,20,1,1,34,36,15,3.7,1,8,7,3,1,71,17.4,9,.272,.311,.338,73,.329,74,-0.7,3.48,0,2,-12.8,-1.0,-3.1,1.5,1.010
34290,C,G. GODWIN,,CLE,MLB,27,6,2.5 Stars,2.5 Stars,N,N,N,6,5,5,6,4,6,5,6,5,6,5,6,6,-,6,3,4,61,56,228,217,57,45,5,1,6,30,21,9,3.9,1,1,0,1,0,39,17.1,8,.263,.294,.378,82,.295,79,0.4,3.43,0,0,-5.7,-1.1,-1.1,0.1,.761
37904,LF,A. GONZÁLES,,CIN,MLB,24,7,2.5 Stars,3.0 Stars,H,H,N,7,8,7,5,3,6,8,8,8,6,4,6,7,-,7,8,10,58,49,211,198,58,36,13,3,6,35,27,9,4.3,2,2,0,2,0,37,17.5,1,.293,.327,.480,115,.331,111,1.0,3.19,20,2,3.0,0.9,4.2,0.2,1.071
41217,CF,J. GONZÁLES,,BOS,MLB,31,13,2.0 Stars,2.0 Stars,H,H,N,6,5,5,3,5,7,5,6,5,3,5,7,7,-,7,6,5,150,146,598,544,137,93,34,4,6,60,58,43,7.2,3,5,6,6,0,85,14.2,3,.252,.309,.362,80,.285,79,1.7,3.52,6,3,-14.9,-0.0,-1.7,11.7,1.063
41610,LF,M. GONZÁLES,,-,-,33,6,2.5 Stars,2.5 Stars,N,H,N,5,5,4,6,5,5,5,5,4,6,5,5,4,-,4,2,2,118,91,412,357,86,63,6,0,17,54,47,43,10.4,0,8,0,4,1,78,18.9,9,.241,.333,.401,103,.259,104,-0.2,3.79,1,0,2.2,-2.0,-3.0,-11.6,.911
29794,LF,P. GONZÁLES,,OAK,MLB,29,12,2.5 Stars,2.5 Stars,N,N,L,5,4,6,6,5,6,4,5,6,6,7,7,7,-,7,9,10,61,42,191,177,48,35,9,0,4,21,19,9,4.7,0,0,0,5,0,24,12.6,1,.271,.298,.390,89,.286,84,0.4,3.36,16,0,-3.5,1.0,4.3,-2.4,.961
36776,CF,A. GONZÁLEZ,,-,-,36,19,2.0 Stars,2.0 Stars,N,H,N,5,5,5,4,3,5,5,5,5,4,3,5,6,-,6,9,10,141,140,537,509,123,95,17,4,7,45,62,19,3.5,0,4,0,5,0,112,20.9,3,.242,.272,.332,64,.294,61,-1.2,3.45,41,1,-24.9,-0.1,7.8,-15.5,.937
39565,2B,J. GONZÁLEZ,,CHA,MLB,28,9,2.5 Stars,2.5 Stars,L,N,L,7,6,5,6,4,7,7,7,6,6,4,7,7,-,7,3,2,156,146,646,613,173,125,28,0,20,79,76,23,3.6,2,3,0,7,0,89,13.8,11,.282,.308,.426,97,.299,95,2.0,3.38,5,2,-3.4,-6.1,-7.6,7.3,1.048
35402,LF,M. GONZÁLEZ,,TOR,MLB,29,10,2.5 Stars,2.5 Stars,N,H,N,8,7,5,3,4,7,8,8,6,3,4,7,9,-,9,7,6,154,147,672,623,170,127,31,4,8,43,83,32,4.8,3,15,7,2,0,89,13.2,7,.273,.323,.374,86,.307,87,0.7,3.31,55,11,-10.1,-1.0,4.6,-0.2,.999
38708,LF,A. GRACÍA,,LAN,MLB,32,9,2.5 Stars,2.5 Stars,N,N,N,5,7,6,7,8,4,7,5,6,7,8,4,5,-,5,3,3,101,89,401,350,87,58,13,1,15,58,51,45,11.2,0,5,0,1,0,96,23.9,7,.249,.342,.420,109,.300,111,0.4,4.02,2,1,5.5,-1.7,-2.9,-8.8,.918
38659,C,W. GRAY,,CHN,MLB,25,4,2.0 Stars,2.0 Stars,N,H,N,6,7,5,4,4,5,7,7,5,4,4,6,5,-,5,3,3,43,32,141,131,38,30,7,0,1,15,21,7,5.0,0,2,0,1,0,30,21.3,2,.290,.333,.366,90,.366,92,0.4,3.45,1,2,-1.3,0.3,-0.9,-1.1,.952
39339,C,Z. GRIGGS,,KCA,MLB,25,3,2.0 Stars,2.5 Stars,N,H,N,5,6,4,5,5,5,6,6,4,6,5,5,5,-,5,1,1,77,74,324,299,77,54,14,2,7,42,31,17,5.2,0,6,2,2,0,83,25.6,10,.258,.309,.388,89,.332,89,1.2,3.60,0,0,-4.1,-1.3,-1.3,1.2,.908
30565,1B,G. GUERRERO,,LAN,MLB,24,8,4.0 Stars,4.5 Stars,L,N,N,5,6,5,9,5,4,6,5,5,9,5,4,5,-,5,1,1,162,162,734,660,170,100,18,0,52,130,100,69,9.4,11,3,0,2,0,225,30.7,23,.258,.330,.521,129,.306,122,2.5,3.85,0,0,20.1,-1.8,-1.8,-0.0,1.017
34668,C,A. GUILLÉN,,TBA,MLB,27,9,2.5 Stars,2.5 Stars,N,H,L,5,5,5,5,4,5,5,5,5,5,5,5,4,-,4,4,4,38,37,140,133,37,24,6,0,7,20,22,7,5.0,0,0,1,0,0,31,22.1,2,.278,.314,.481,117,.316,115,0.9,3.52,2,0,2.7,-0.2,-0.0,0.1,.914
30982,1B,J. GUILLÉN,,NYA,MLB,34,16,3.0 Stars,3.0 Stars,N,N,H,6,5,8,6,4,7,5,6,8,6,4,7,7,-,7,9,9,153,152,676,634,174,109,31,11,23,108,95,18,2.7,2,16,0,8,0,90,13.3,14,.274,.308,.467,107,.285,105,1.9,3.37,31,2,4.1,0.8,5.6,-1.8,.989
27633,C,J. GUSMÁN,,BOS,MLB,27,9,1.5 Stars,1.5 Stars,H,H,N,4,5,4,5,5,4,5,4,4,5,6,4,4,-,4,1,1,9,7,30,29,4,4,0,0,0,1,1,0,0.0,0,0,0,1,0,9,30.0,0,.138,.133,.138,-27,.190,-39,-0.5,3.57,0,0,-5.1,0.0,0.0,-0.2,.000
35728,RF,D. GUSTAFSON,,SFN,MLB,31,9,4.0 Stars,4.0 Stars,H,H,N,7,7,8,6,5,6,7,7,8,6,5,6,9,-,9,7,8,153,146,663,593,187,112,46,6,23,107,102,54,8.1,5,7,0,9,0,110,16.6,3,.315,.374,.530,143,.350,140,5.2,3.59,14,4,32.6,-0.3,-0.9,3.0,1.022
37244,LF,M. GUTIÉRREZ,,TEX,MLB,32,13,3.5 Stars,3.5 Stars,N,H,H,6,6,6,7,7,5,6,6,6,7,7,5,7,-,7,5,5,162,160,715,618,179,97,38,2,42,128,117,84,11.7,0,8,0,5,0,117,16.4,11,.290,.379,.561,151,.295,153,5.4,3.80,0,0,46.6,2.1,2.1,-2.0,.956
38425,C,J. GUZMÁN,,WAS,MLB,34,17,1.5 Stars,1.5 Stars,N,N,N,4,3,5,4,7,5,3,4,5,4,7,5,7,-,7,1,1,42,39,154,134,28,19,4,0,5,21,22,17,11.0,0,1,0,2,0,39,25.3,4,.209,.299,.351,71,.250,75,0.5,3.97,0,0,-4.7,0.4,0.4,-0.0,.816
38807,CF,P. GUZMÁN,,CAR,MLB,24,7,3.5 Stars,4.5 Stars,N,N,N,5,5,6,7,8,5,5,6,6,7,9,7,6,-,6,7,9,147,147,642,530,141,82,27,1,31,87,106,93,14.5,5,15,0,4,1,142,22.1,6,.266,.388,.496,140,.305,139,6.9,3.94,39,7,31.1,2.1,5.8,10.5,1.038
41115,1B,J. GÓMEZ,,-,-,38,16,2.5 Stars,2.5 Stars,H,N,H,4,4,5,8,5,5,4,4,5,8,5,5,6,-,6,1,1,98,93,390,344,76,49,10,0,17,47,42,40,10.3,0,2,0,4,0,71,18.2,8,.221,.303,.398,99,.227,94,-0.0,3.61,0,0,-2.4,-2.7,-2.7,-1.2,1.010
27601,C,P. GÓMEZ,,MIL,MLB,27,9,2.0 Stars,2.0 Stars,N,N,N,5,5,5,5,4,5,5,5,5,6,4,6,5,-,5,1,1,65,39,162,152,40,34,3,0,3,22,21,5,3.1,0,3,0,2,0,34,21.0,8,.263,.296,.342,75,.316,74,0.2,3.42,0,0,-5.1,-0.4,-0.4,0.2,1.079
35252,3B,M. HALL,,HOU,MLB,27,9,2.0 Stars,2.5 Stars,N,H,N,4,4,4,7,6,5,4,5,4,7,6,6,7,-,7,2,3,149,143,566,529,127,84,10,1,32,86,61,29,5.1,0,2,0,6,0,88,15.5,16,.240,.279,.444,94,.229,92,1.7,3.64,0,1,-5.2,-2.0,-3.8,5.9,1.039
27855,LF,R. HAMILTON,,MON,MLB,26,11,2.5 Stars,2.5 Stars,N,N,N,5,5,7,5,7,5,5,5,7,5,7,5,7,-,7,7,8,152,149,620,530,134,85,34,7,8,48,82,82,13.2,0,5,0,3,0,110,17.7,9,.253,.356,.389,104,.304,108,3.0,3.95,19,3,6.3,0.9,2.0,7.9,1.036
